Sno,Date,Country/Region,Province/State,Confirmed,Region
634,04-04-2020,India,Kerala,295,India
635,04-04-2020,India,Ladakh,14,India
636,04-04-2020,India,Madhya Pradesh,104,India
637,04-04-2020,India,Maharashtra,490,India
638,04-04-2020,India,Manipur,2,India
639,04-04-2020,India,Mizoram,1,India
640,04-04-2020,India,Odisha,5,India
641,04-04-2020,India,Puducherry,5,India
642,04-04-2020,India,Punjab,57,India
643,04-04-2020,India,Rajasthan,200,India
644,04-04-2020,India,Tamil Nadu,411,India
645,04-04-2020,India,Telengana,159,India
646,04-04-2020,India,Uttarakhand,16,India
647,04-04-2020,India,Uttar Pradesh,174,India
648,04-04-2020,India,West Bengal,69,India
649,05-04-2020,India,Andhra Pradesh,190,India
650,05-04-2020,India,Andaman and Nicobar Islands,10,India
651,05-04-2020,India,Arunachal Pradesh,1,India
652,05-04-2020,India,Assam,26,India
653,05-04-2020,India,Bihar,30,India
654,05-04-2020,India,Chandigarh,18,India
655,05-04-2020,India,Chhattisgarh,9,India
656,05-04-2020,India,Delhi,503,India
657,05-04-2020,India,Goa,7,India
658,05-04-2020,India,Gujarat,122,India
659,05-04-2020,India,Haryana,59,India
660,05-04-2020,India,Himachal Pradesh,6,India
661,05-04-2020,India,Jammu and Kashmir,106,India
662,05-04-2020,India,Jharkhand,3,India
663,05-04-2020,India,Karnataka,144,India
664,05-04-2020,India,Kerala,306,India
665,05-04-2020,India,Ladakh,14,India
666,05-04-2020,India,Madhya Pradesh,165,India
667,05-04-2020,India,Maharashtra,490,India
668,05-04-2020,India,Manipur,2,India
669,05-04-2020,India,Mizoram,1,India
670,05-04-2020,India,Odisha,20,India
671,05-04-2020,India,Puducherry,5,India
672,05-04-2020,India,Punjab,57,India
673,05-04-2020,India,Rajasthan,200,India
674,05-04-2020,India,Tamil Nadu,485,India
675,05-04-2020,India,Telengana,269,India
676,05-04-2020,India,Uttarakhand,22,India
677,05-04-2020,India,Uttar Pradesh,227,India
678,05-04-2020,India,West Bengal,80,India
679,06-04-2020,India,Andhra Pradesh,226,India
680,06-04-2020,India,Andaman and Nicobar Islands,10,India
681,06-04-2020,India,Arunachal Pradesh,1,India
682,06-04-2020,India,Assam,26,India
683,06-04-2020,India,Bihar,32,India
684,06-04-2020,India,Chandigarh,18,India
685,06-04-2020,India,Chhattisgarh,10,India
686,06-04-2020,India,Delhi,523,India
687,06-04-2020,India,Goa,7,India
688,06-04-2020,India,Gujarat,144,India
689,06-04-2020,India,Haryana,84,India
690,06-04-2020,India,Himachal Pradesh,13,India
691,06-04-2020,India,Jammu and Kashmir,109,India
692,06-04-2020,India,Jharkhand,4,India
693,06-04-2020,India,Karnataka,151,India
694,06-04-2020,India,Kerala,314,India
695,06-04-2020,India,Ladakh,14,India
696,06-04-2020,India,Madhya Pradesh,165,India
697,06-04-2020,India,Maharashtra,748,India
698,06-04-2020,India,Manipur,2,India
699,06-04-2020,India,Mizoram,1,India
700,06-04-2020,India,Odisha,21,India
701,06-04-2020,India,Puducherry,5,India
702,06-04-2020,India,Punjab,76,India
703,06-04-2020,India,Rajasthan,274,India
704,06-04-2020,India,Tamil Nadu,571,India
705,06-04-2020,India,Telengana,321,India
706,06-04-2020,India,Uttarakhand,26,India
707,06-04-2020,India,Uttar Pradesh,305,India
708,06-04-2020,India,West Bengal,80,India
709,07-04-2020,India,Andhra Pradesh,266,India
710,07-04-2020,India,Andaman and Nicobar Islands,10,India
711,07-04-2020,India,Arunachal Pradesh,1,India
712,07-04-2020,India,Assam,26,India
713,07-04-2020,India,Bihar,32,India
714,07-04-2020,India,Chandigarh,18,India
715,07-04-2020,India,Chhattisgarh,10,India
716,07-04-2020,India,Delhi,576,India
717,07-04-2020,India,Goa,7,India
718,07-04-2020,India,Gujarat,165,India
719,07-04-2020,India,Haryana,90,India
720,07-04-2020,India,Himachal Pradesh,13,India
721,07-04-2020,India,Jammu and Kashmir,116,India
722,07-04-2020,India,Jharkhand,4,India
723,07-04-2020,India,Karnataka,175,India
724,07-04-2020,India,Kerala,327,India
725,07-04-2020,India,Ladakh,14,India
726,07-04-2020,India,Madhya Pradesh,229,India
727,07-04-2020,India,Maharashtra,868,India
728,07-04-2020,India,Manipur,2,India
729,07-04-2020,India,Mizoram,1,India
730,07-04-2020,India,Odisha,42,India
731,07-04-2020,India,Puducherry,5,India
732,07-04-2020,India,Punjab,91,India
733,07-04-2020,India,Rajasthan,288,India
734,07-04-2020,India,Tamil Nadu,621,India
735,07-04-2020,India,Telengana,364,India
736,07-04-2020,India,Tripura,1,India
737,07-04-2020,India,Uttarakhand,31,India
738,07-04-2020,India,Uttar Pradesh,305,India
739,07-04-2020,India,West Bengal,91,India
740,08-04-2020,India,Andhra Pradesh,305,India
741,08-04-2020,India,Andaman and Nicobar Islands,10,India
742,08-04-2020,India,Arunachal Pradesh,1,India
743,08-04-2020,India,Assam,27,India
744,08-04-2020,India,Bihar,38,India
745,08-04-2020,India,Chandigarh,18,India
746,08-04-2020,India,Chhattisgarh,10,India
747,08-04-2020,India,Delhi,576,India
748,08-04-2020,India,Goa,7,India
749,08-04-2020,India,Gujarat,165,India
750,08-04-2020,India,Haryana,147,India
751,08-04-2020,India,Himachal Pradesh,18,India
752,08-04-2020,India,Jammu and Kashmir,116,India
753,08-04-2020,India,Jharkhand,4,India
754,08-04-2020,India,Karnataka,175,India
755,08-04-2020,India,Kerala,336,India
756,08-04-2020,India,Ladakh,14,India
757,08-04-2020,India,Madhya Pradesh,229,India
758,08-04-2020,India,Maharashtra,1018,India
759,08-04-2020,India,Manipur,2,India
760,08-04-2020,India,Mizoram,1,India
761,08-04-2020,India,Odisha,42,India
762,08-04-2020,India,Puducherry,5,India
763,08-04-2020,India,Punjab,91,India
764,08-04-2020,India,Rajasthan,328,India
765,08-04-2020,India,Tamil Nadu,690,India
766,08-04-2020,India,Telengana,427,India
767,08-04-2020,India,Tripura,1,India
768,08-04-2020,India,Uttarakhand,31,India
769,08-04-2020,India,Uttar Pradesh,343,India
770,08-04-2020,India,West Bengal,99,India
771,09-04-2020,India,Andhra Pradesh,348,India
772,09-04-2020,India,Andaman and Nicobar Islands,11,India
773,09-04-2020,India,Arunachal Pradesh,1,India
774,09-04-2020,India,Assam,28,India
775,09-04-2020,India,Bihar,39,India
776,09-04-2020,India,Chandigarh,18,India
777,09-04-2020,India,Chhattisgarh,10,India
778,09-04-2020,India,Delhi,669,India
779,09-04-2020,India,Goa,7,India
780,09-04-2020,India,Gujarat,179,India
781,09-04-2020,India,Haryana,169,India
782,09-04-2020,India,Himachal Pradesh,18,India
783,09-04-2020,India,Jammu and Kashmir,158,India
784,09-04-2020,India,Jharkhand,13,India
785,09-04-2020,India,Karnataka,181,India
786,09-04-2020,India,Kerala,345,India
787,09-04-2020,India,Ladakh,14,India
788,09-04-2020,India,Madhya Pradesh,259,India
789,09-04-2020,India,Maharashtra,1135,India
790,09-04-2020,India,Manipur,2,India
791,09-04-2020,India,Mizoram,1,India
792,09-04-2020,India,Odisha,42,India
793,09-04-2020,India,Puducherry,5,India
794,09-04-2020,India,Punjab,101,India
795,09-04-2020,India,Rajasthan,383,India
796,09-04-2020,India,Tamil Nadu,738,India
797,09-04-2020,India,Telengana,442,India
798,09-04-2020,India,Tripura,1,India
799,09-04-2020,India,Uttarakhand,35,India
800,09-04-2020,India,Uttar Pradesh,410,India
801,09-04-2020,India,West Bengal,103,India
802,10-04-2020,India,Andhra Pradesh,363,India
803,10-04-2020,India,Andaman and Nicobar Islands,11,India
804,10-04-2020,India,Arunachal Pradesh,1,India
805,10-04-2020,India,Assam,29,India
806,10-04-2020,India,Bihar,60,India
807,10-04-2020,India,Chandigarh,18,India
808,10-04-2020,India,Chhattisgarh,10,India
809,10-04-2020,India,Delhi,898,India
810,10-04-2020,India,Goa,7,India
811,10-04-2020,India,Gujarat,241,India
812,10-04-2020,India,Haryana,169,India
813,10-04-2020,India,Himachal Pradesh,28,India
814,10-04-2020,India,Jammu and Kashmir,184,India
815,10-04-2020,India,Jharkhand,13,India
816,10-04-2020,India,Karnataka,197,India
817,10-04-2020,India,Kerala,357,India
818,10-04-2020,India,Ladakh,15,India
819,10-04-2020,India,Madhya Pradesh,259,India
820,10-04-2020,India,Maharashtra,1364,India
821,10-04-2020,India,Manipur,2,India
822,10-04-2020,India,Mizoram,1,India
823,10-04-2020,India,Odisha,44,India
824,10-04-2020,India,Puducherry,5,India
825,10-04-2020,India,Punjab,132,India
826,10-04-2020,India,Rajasthan,463,India
827,10-04-2020,India,Tamil Nadu,834,India
828,10-04-2020,India,Telengana,473,India
829,10-04-2020,India,Tripura,1,India
830,10-04-2020,India,Uttarakhand,35,India
831,10-04-2020,India,Uttar Pradesh,431,India
832,10-04-2020,India,West Bengal,116,India
833,11-04-2020,India,Andhra Pradesh,381,India
834,11-04-2020,India,Andaman and Nicobar Islands,11,India
835,11-04-2020,India,Arunachal Pradesh,1,India
836,11-04-2020,India,Assam,29,India
837,11-04-2020,India,Bihar,60,India
838,11-04-2020,India,Chandigarh,18,India
839,11-04-2020,India,Chhattisgarh,18,India
840,11-04-2020,India,Delhi,903,India
841,11-04-2020,India,Goa,7,India
842,11-04-2020,India,Gujarat,308,India
843,11-04-2020,India,Haryana,177,India
844,11-04-2020,India,Himachal Pradesh,28,India
845,11-04-2020,India,Jammu and Kashmir,207,India
846,11-04-2020,India,Jharkhand,17,India
847,11-04-2020,India,Karnataka,214,India
848,11-04-2020,India,Kerala,364,India
849,11-04-2020,India,Ladakh,15,India
850,11-04-2020,India,Madhya Pradesh,443,India
851,11-04-2020,India,Maharashtra,1574,India
852,11-04-2020,India,Manipur,2,India
853,11-04-2020,India,Mizoram,1,India
854,11-04-2020,India,Odisha,48,India
855,11-04-2020,India,Puducherry,7,India
856,11-04-2020,India,Punjab,132,India
857,11-04-2020,India,Rajasthan,553,India
858,11-04-2020,India,Tamil Nadu,911,India
859,11-04-2020,India,Telengana,504,India
860,11-04-2020,India,Tripura,2,India
861,11-04-2020,India,Uttarakhand,35,India
862,11-04-2020,India,Uttar Pradesh,433,India
863,11-04-2020,India,West Bengal,126,India
864,12-04-2020,India,Andhra Pradesh,381,India
865,12-04-2020,India,Andaman and Nicobar Islands,11,India
866,12-04-2020,India,Arunachal Pradesh,1,India
867,12-04-2020,India,Assam,29,India
868,12-04-2020,India,Bihar,64,India
869,12-04-2020,India,Chandigarh,19,India
870,12-04-2020,India,Chhattisgarh,25,India
871,12-04-2020,India,Delhi,1069,India
872,12-04-2020,India,Goa,7,India
873,12-04-2020,India,Gujarat,432,India
874,12-04-2020,India,Haryana,185,India
875,12-04-2020,India,Himachal Pradesh,32,India
876,12-04-2020,India,Jammu and Kashmir,224,India
877,12-04-2020,India,Jharkhand,17,India
878,12-04-2020,India,Karnataka,226,India
879,12-04-2020,India,Kerala,374,India
880,12-04-2020,India,Ladakh,15,India
881,12-04-2020,India,Madhya Pradesh,564,India
882,12-04-2020,India,Maharashtra,1761,India
883,12-04-2020,India,Manipur,2,India
884,12-04-2020,India,Mizoram,1,India
885,12-04-2020,India,Odisha,54,India
886,12-04-2020,India,Puducherry,7,India
887,12-04-2020,India,Punjab,151,India
888,12-04-2020,India,Rajasthan,700,India
889,12-04-2020,India,Tamil Nadu,969,India
890,12-04-2020,India,Telengana,504,India
891,12-04-2020,India,Tripura,2,India
892,12-04-2020,India,Uttarakhand,35,India
893,12-04-2020,India,Uttar Pradesh,452,India
894,12-04-2020,India,West Bengal,134,India
895,13-04-2020,India,Andhra Pradesh,432,India
896,13-04-2020,India,Andaman and Nicobar Islands,11,India
897,13-04-2020,India,Arunachal Pradesh,1,India
898,13-04-2020,India,Assam,31,India
899,13-04-2020,India,Bihar,64,India
900,13-04-2020,India,Chandigarh,21,India
901,13-04-2020,India,Chhattisgarh,31,India
902,13-04-2020,India,Delhi,1154,India
903,13-04-2020,India,Goa,7,India
904,13-04-2020,India,Gujarat,539,India
905,13-04-2020,India,Haryana,185,India
906,13-04-2020,India,Himachal Pradesh,32,India
907,13-04-2020,India,Jammu and Kashmir,245,India
908,13-04-2020,India,Jharkhand,19,India
909,13-04-2020,India,Karnataka,247,India
910,13-04-2020,India,Kerala,376,India
911,13-04-2020,India,Ladakh,15,India
912,13-04-2020,India,Madhya Pradesh,604,India
913,13-04-2020,India,Maharashtra,1985,India
914,13-04-2020,India,Manipur,2,India
915,13-04-2020,India,Mizoram,1,India
916,13-04-2020,India,Nagaland,1,India
917,13-04-2020,India,Odisha,54,India
918,13-04-2020,India,Puducherry,7,India
919,13-04-2020,India,Punjab,167,India
920,13-04-2020,India,Rajasthan,812,India
921,13-04-2020,India,Tamil Nadu,1075,India
922,13-04-2020,India,Telengana,562,India
923,13-04-2020,India,Tripura,2,India
924,13-04-2020,India,Uttarakhand,35,India
925,13-04-2020,India,Uttar Pradesh,483,India
926,13-04-2020,India,West Bengal,152,India
927,14-04-2020,India,Andhra Pradesh,473,India
928,14-04-2020,India,Andaman and Nicobar Islands,11,India
929,14-04-2020,India,Arunachal Pradesh,1,India
930,14-04-2020,India,Assam,31,India
931,14-04-2020,India,Bihar,66,India
932,14-04-2020,India,Chandigarh,21,India
933,14-04-2020,India,Chhattisgarh,31,India
934,14-04-2020,India,Delhi,1510,India
935,14-04-2020,India,Goa,7,India
936,14-04-2020,India,Gujarat,617,India
937,14-04-2020,India,Haryana,199,India
938,14-04-2020,India,Himachal Pradesh,32,India
939,14-04-2020,India,Jammu and Kashmir,270,India
940,14-04-2020,India,Jharkhand,24,India
941,14-04-2020,India,Karnataka,258,India
942,14-04-2020,India,Kerala,379,India
943,14-04-2020,India,Ladakh,15,India
944,14-04-2020,India,Madhya Pradesh,730,India
945,14-04-2020,India,Maharashtra,2337,India
946,14-04-2020,India,Manipur,2,India
947,14-04-2020,India,Meghalaya,1,India
948,14-04-2020,India,Mizoram,1,India
949,14-04-2020,India,Nagaland,1,India
950,14-04-2020,India,Odisha,55,India
951,14-04-2020,India,Puducherry,7,India
952,14-04-2020,India,Punjab,176,India
953,14-04-2020,India,Rajasthan,879,India
954,14-04-2020,India,Tamil Nadu,1173,India
955,14-04-2020,India,Telengana,624,India
956,14-04-2020,India,Tripura,2,India
957,14-04-2020,India,Uttarakhand,35,India
958,14-04-2020,India,Uttar Pradesh,657,India
959,14-04-2020,India,West Bengal,190,India
960,15-04-2020,India,Andaman and Nicobar Islands,11,India
961,15-04-2020,India,Andhra Pradesh,503,India
962,15-04-2020,India,Arunachal Pradesh,1,India
963,15-04-2020,India,Assam,33,India
964,15-04-2020,India,Bihar,70,India
965,15-04-2020,India,Chandigarh,21,India
966,15-04-2020,India,Chhattisgarh,33,India
967,15-04-2020,India,Delhi,1561,India
968,15-04-2020,India,Goa,7,India
969,15-04-2020,India,Gujarat,695,India
970,15-04-2020,India,Haryana,199,India
971,15-04-2020,India,Himachal Pradesh,33,India
972,15-04-2020,India,Jammu and Kashmir,278,India
973,15-04-2020,India,Jharkhand,27,India
974,15-04-2020,India,Karnataka,277,India
975,15-04-2020,India,Kerala,387,India
976,15-04-2020,India,Ladakh,17,India
977,15-04-2020,India,Madhya Pradesh,987,India
978,15-04-2020,India,Maharashtra,2687,India
979,15-04-2020,India,Manipur,2,India
980,15-04-2020,India,Meghalaya,7,India
981,15-04-2020,India,Mizoram,1,India
982,15-04-2020,India,Nagaland#,0,India
983,15-04-2020,India,Odisha,60,India
984,15-04-2020,India,Puducherry,7,India
985,15-04-2020,India,Punjab,186,India
986,15-04-2020,India,Rajasthan,1005,India
987,15-04-2020,India,Tamil Nadu,1204,India
988,15-04-2020,India,Telengana,647,India
989,15-04-2020,India,Tripura,2,India
990,15-04-2020,India,Uttarakhand,37,India
991,15-04-2020,India,Uttar Pradesh,735,India
992,15-04-2020,India,West Bengal,213,India
993,16-04-2020,India,Andaman and Nicobar Islands,11,India
994,16-04-2020,India,Andhra Pradesh,534,India
995,16-04-2020,India,Arunachal Pradesh,1,India
996,16-04-2020,India,Assam,33,India
997,16-04-2020,India,Bihar,74,India
998,16-04-2020,India,Chandigarh,21,India
999,16-04-2020,India,Chhattisgarh,33,India
1000,16-04-2020,India,Delhi,1578,India
1001,16-04-2020,India,Goa,7,India
1002,16-04-2020,India,Gujarat,871,India
1003,16-04-2020,India,Haryana,205,India
1004,16-04-2020,India,Himachal Pradesh,35,India
1005,16-04-2020,India,Jammu and Kashmir,300,India
1006,16-04-2020,India,Jharkhand,28,India
1007,16-04-2020,India,Karnataka,315,India
1008,16-04-2020,India,Kerala,388,India
1009,16-04-2020,India,Ladakh,17,India
1010,16-04-2020,India,Madhya Pradesh,1120,India
1011,16-04-2020,India,Maharashtra,2919,India
1012,16-04-2020,India,Manipur,2,India
1013,16-04-2020,India,Meghalaya,7,India
1014,16-04-2020,India,Mizoram,1,India
1015,16-04-2020,India,Nagaland#,0,India
1016,16-04-2020,India,Odisha,60,India
1017,16-04-2020,India,Puducherry,7,India
1018,16-04-2020,India,Punjab,186,India
1019,16-04-2020,India,Rajasthan,1023,India
1020,16-04-2020,India,Tamil Nadu,1242,India
1021,16-04-2020,India,Telengana,698,India
1022,16-04-2020,India,Tripura,2,India
1023,16-04-2020,India,Uttarakhand,37,India
1024,16-04-2020,India,Uttar Pradesh,773,India
1025,16-04-2020,India,West Bengal,231,India
1026,17-04-2020,India,Andaman and Nicobar Islands,11,India
1027,17-04-2020,India,Andhra Pradesh,572,India
1028,17-04-2020,India,Arunachal Pradesh,1,India
1029,17-04-2020,India,Assam,35,India
1030,17-04-2020,India,Bihar,83,India
1031,17-04-2020,India,Chandigarh,21,India
1032,17-04-2020,India,Chhattisgarh,36,India
1033,17-04-2020,India,Delhi,1640,India
1034,17-04-2020,India,Goa,7,India
1035,17-04-2020,India,Gujarat,1021,India
1036,17-04-2020,India,Haryana,205,India
1037,17-04-2020,India,Himachal Pradesh,35,India
1038,17-04-2020,India,Jammu and Kashmir,314,India
1039,17-04-2020,India,Jharkhand,29,India
1040,17-04-2020,India,Karnataka,353,India
1041,17-04-2020,India,Kerala,395,India
1042,17-04-2020,India,Ladakh,18,India
1043,17-04-2020,India,Madhya Pradesh,1308,India
1044,17-04-2020,India,Maharashtra,3205,India
1045,17-04-2020,India,Manipur,2,India
1046,17-04-2020,India,Meghalaya,9,India
1047,17-04-2020,India,Mizoram,1,India
1048,17-04-2020,India,Nagaland#,0,India
1049,17-04-2020,India,Odisha,60,India
1050,17-04-2020,India,Puducherry,7,India
1051,17-04-2020,India,Punjab,186,India
1052,17-04-2020,India,Rajasthan,1131,India
1053,17-04-2020,India,Tamil Nadu,1267,India
1054,17-04-2020,India,Telengana,743,India
1055,17-04-2020,India,Tripura,2,India
1056,17-04-2020,India,Uttarakhand,37,India
1057,17-04-2020,India,Uttar Pradesh,846,India
1058,17-04-2020,India,West Bengal,255,India
1059,18-04-2020,India,Andaman and Nicobar Islands,12,India
1060,18-04-2020,India,Andhra Pradesh,603,India
1061,18-04-2020,India,Arunachal Pradesh,1,India
1062,18-04-2020,India,Assam,35,India
1063,18-04-2020,India,Bihar,85,India
1064,18-04-2020,India,Chandigarh,21,India
1065,18-04-2020,India,Chhattisgarh,36,India
1066,18-04-2020,India,Delhi,1707,India
1067,18-04-2020,India,Goa,7,India
1068,18-04-2020,India,Gujarat,1272,India
1069,18-04-2020,India,Haryana,225,India
1070,18-04-2020,India,Himachal Pradesh,38,India
1071,18-04-2020,India,Jammu and Kashmir,328,India
1072,18-04-2020,India,Jharkhand,33,India
1073,18-04-2020,India,Karnataka,371,India
1074,18-04-2020,India,Kerala,396,India
1075,18-04-2020,India,Ladakh,18,India
1076,18-04-2020,India,Madhya Pradesh,1355,India
1077,18-04-2020,India,Maharashtra,3323,India
1078,18-04-2020,India,Manipur,2,India
1079,18-04-2020,India,Meghalaya,11,India
1080,18-04-2020,India,Mizoram,1,India
1081,18-04-2020,India,Nagaland#,0,India
1082,18-04-2020,India,Odisha,60,India
1083,18-04-2020,India,Puducherry,7,India
1084,18-04-2020,India,Punjab,202,India
1085,18-04-2020,India,Rajasthan,1229,India
1086,18-04-2020,India,Tamil Nadu,1323,India
1087,18-04-2020,India,Telengana,791,India
1088,18-04-2020,India,Tripura,2,India
1089,18-04-2020,India,Uttarakhand,42,India
1090,18-04-2020,India,Uttar Pradesh,969,India
1091,18-04-2020,India,West Bengal,287,India
1092,19-04-2020,India,Andaman and Nicobar Islands,14,India
1093,19-04-2020,India,Andhra Pradesh,603,India
1094,19-04-2020,India,Arunachal Pradesh,1,India
1095,19-04-2020,India,Assam,35,India
1096,19-04-2020,India,Bihar,86,India
1097,19-04-2020,India,Chandigarh,23,India
1098,19-04-2020,India,Chhattisgarh,36,India
1099,19-04-2020,India,Delhi,1893,India
1100,19-04-2020,India,Goa,7,India
1101,19-04-2020,India,Gujarat,1604,India
1102,19-04-2020,India,Haryana,233,India
1103,19-04-2020,India,Himachal Pradesh,39,India
1104,19-04-2020,India,Jammu and Kashmir,341,India
1105,19-04-2020,India,Jharkhand,35,India
1106,19-04-2020,India,Karnataka,384,India
1107,19-04-2020,India,Kerala,400,India
1108,19-04-2020,India,Ladakh,18,India
1109,19-04-2020,India,Madhya Pradesh,1407,India
1110,19-04-2020,India,Maharashtra,3651,India
1111,19-04-2020,India,Manipur,2,India
1112,19-04-2020,India,Meghalaya,11,India
1113,19-04-2020,India,Mizoram,1,India
1114,19-04-2020,India,Nagaland#,0,India
1115,19-04-2020,India,Odisha,61,India
1116,19-04-2020,India,Puducherry,7,India
1117,19-04-2020,India,Punjab,219,India
1118,19-04-2020,India,Rajasthan,1351,India
1119,19-04-2020,India,Tamil Nadu,1372,India
1120,19-04-2020,India,Telengana,844,India
1121,19-04-2020,India,Tripura,2,India
1122,19-04-2020,India,Uttarakhand,42,India
1123,19-04-2020,India,Uttar Pradesh,1084,India
1124,19-04-2020,India,West Bengal,310,India
1125,20-04-2020,India,Andaman and Nicobar Islands,15,India
1126,20-04-2020,India,Andhra Pradesh,722,India
1127,20-04-2020,India,Arunachal Pradesh,1,India
1128,20-04-2020,India,Assam,35,India
1129,20-04-2020,India,Bihar,96,India
1130,20-04-2020,India,Chandigarh,26,India
1131,20-04-2020,India,Chhattisgarh,36,India
1132,20-04-2020,India,Delhi,2003,India
1133,20-04-2020,India,Goa,7,India
1134,20-04-2020,India,Gujarat,1851,India
1135,20-04-2020,India,Haryana,233,India
1136,20-04-2020,India,Himachal Pradesh,39,India
1137,20-04-2020,India,Jammu and Kashmir,350,India
1138,20-04-2020,India,Jharkhand,42,India
1139,20-04-2020,India,Karnataka,395,India
1140,20-04-2020,India,Kerala,402,India
1141,20-04-2020,India,Ladakh,18,India
1142,20-04-2020,India,Madhya Pradesh,1485,India
1143,20-04-2020,India,Maharashtra,4203,India
1144,20-04-2020,India,Manipur,2,India
1145,20-04-2020,India,Meghalaya,11,India
1146,20-04-2020,India,Mizoram,1,India
1147,20-04-2020,India,Nagaland,0,India
1148,20-04-2020,India,Odisha,68,India
1149,20-04-2020,India,Puducherry,7,India
1150,20-04-2020,India,Punjab,219,India
1151,20-04-2020,India,Rajasthan,1478,India
1152,20-04-2020,India,Tamil Nadu,1477,India
1153,20-04-2020,India,Telengana,873,India
1154,20-04-2020,India,Tripura,2,India
1155,20-04-2020,India,Uttarakhand,44,India
1156,20-04-2020,India,Uttar Pradesh,1176,India
1157,20-04-2020,India,West Bengal,339,India
1158,21-04-2020,India,Andaman and Nicobar Islands,16,India
1159,21-04-2020,India,Andhra Pradesh,757,India
1160,21-04-2020,India,Arunachal Pradesh,1,India
1161,21-04-2020,India,Assam,35,India
1162,21-04-2020,India,Bihar,114,India
1163,21-04-2020,India,Chandigarh,26,India
1164,21-04-2020,India,Chhattisgarh,36,India
1165,21-04-2020,India,Delhi,2081,India
1166,21-04-2020,India,Goa,7,India
1167,21-04-2020,India,Gujarat,2066,India
1168,21-04-2020,India,Haryana,254,India
1169,21-04-2020,India,Himachal Pradesh,39,India
1170,21-04-2020,India,Jammu and Kashmir,368,India
1171,21-04-2020,India,Jharkhand,46,India
1172,21-04-2020,India,Karnataka,415,India
1173,21-04-2020,India,Kerala,408,India
1174,21-04-2020,India,Ladakh,18,India
1175,21-04-2020,India,Madhya Pradesh,1540,India
1176,21-04-2020,India,Maharashtra,4669,India
1177,21-04-2020,India,Manipur,2,India
1178,21-04-2020,India,Meghalaya,11,India
1179,21-04-2020,India,Mizoram,1,India
1180,21-04-2020,India,Nagaland,0,India
1181,21-04-2020,India,Odisha,74,India
1182,21-04-2020,India,Puducherry,7,India
1183,21-04-2020,India,Punjab,245,India
1184,21-04-2020,India,Rajasthan,1576,India
1185,21-04-2020,India,Tamil Nadu,1520,India
1186,21-04-2020,India,Telengana,919,India
1187,21-04-2020,India,Tripura,2,India
1188,21-04-2020,India,Uttarakhand,46,India
1189,21-04-2020,India,Uttar Pradesh,1294,India
1190,21-04-2020,India,West Bengal,392,India
1191,22-04-2020,India,Andaman and Nicobar Islands,17,India
1192,22-04-2020,India,Andhra Pradesh,813,India
1193,22-04-2020,India,Arunachal Pradesh,1,India
1194,22-04-2020,India,Assam,35,India
1195,22-04-2020,India,Bihar,126,India
1196,22-04-2020,India,Chandigarh,27,India
1197,22-04-2020,India,Chhattisgarh,36,India
1198,22-04-2020,India,Delhi,2156,India
1199,22-04-2020,India,Goa,7,India
1200,22-04-2020,India,Gujarat,2272,India
1201,22-04-2020,India,Haryana,254,India
1202,22-04-2020,India,Himachal Pradesh,39,India
1203,22-04-2020,India,Jammu and Kashmir,380,India
1204,22-04-2020,India,Jharkhand#,45,India
1205,22-04-2020,India,Karnataka,425,India
1206,22-04-2020,India,Kerala,427,India
1207,22-04-2020,India,Ladakh,18,India
1208,22-04-2020,India,Madhya Pradesh,1592,India
1209,22-04-2020,India,Maharashtra,5221,India
1210,22-04-2020,India,Manipur,2,India
1211,22-04-2020,India,Meghalaya,12,India
1212,22-04-2020,India,Mizoram,1,India
1213,22-04-2020,India,Odisha,82,India
1214,22-04-2020,India,Puducherry,7,India
1215,22-04-2020,India,Punjab,251,India
1216,22-04-2020,India,Rajasthan,1801,India
1217,22-04-2020,India,Tamil Nadu,1596,India
1218,22-04-2020,India,Telengana,945,India
1219,22-04-2020,India,Tripura,2,India
1220,22-04-2020,India,Uttarakhand,46,India
1221,22-04-2020,India,Uttar Pradesh,1412,India
1222,22-04-2020,India,West Bengal,423,India
1223,23-04-2020,India,Andaman and Nicobar Islands,18,India
1224,23-04-2020,India,Andhra Pradesh,895,India
1225,23-04-2020,India,Arunachal Pradesh,1,India
1226,23-04-2020,India,Assam,35,India
1227,23-04-2020,India,Bihar,148,India
1228,23-04-2020,India,Chandigarh,27,India
1229,23-04-2020,India,Chhattisgarh,36,India
1230,23-04-2020,India,Delhi,2248,India
1231,23-04-2020,India,Goa,7,India
1232,23-04-2020,India,Gujarat,2407,India
1233,23-04-2020,India,Haryana,262,India
1234,23-04-2020,India,Himachal Pradesh,40,India
1235,23-04-2020,India,Jammu and Kashmir,407,India
1236,23-04-2020,India,Jharkhand,49,India
1237,23-04-2020,India,Karnataka,443,India
1238,23-04-2020,India,Kerala,438,India
1239,23-04-2020,India,Ladakh,18,India
1240,23-04-2020,India,Madhya Pradesh,1695,India
1241,23-04-2020,India,Maharashtra,5652,India
1242,23-04-2020,India,Manipur,2,India
1243,23-04-2020,India,Meghalaya,12,India
1244,23-04-2020,India,Mizoram,1,India
1245,23-04-2020,India,Odisha,83,India
1246,23-04-2020,India,Puducherry,7,India
1247,23-04-2020,India,Punjab,277,India
1248,23-04-2020,India,Rajasthan,1890,India
1249,23-04-2020,India,Tamil Nadu,1629,India
1250,23-04-2020,India,Telengana,960,India
1251,23-04-2020,India,Tripura,2,India
1252,23-04-2020,India,Uttarakhand,46,India
