Sno,Date,Province/State,Country/Region,Confirmed,Recovered,Deaths
585,02-04-2020,Uttarakhand,India,7,2,0
586,02-04-2020,Uttar Pradesh,India,113,14,2
587,02-04-2020,West Bengal,India,53,6,3
588,03-04-2020,Andhra Pradesh,India,132,1,1
589,03-04-2020,Andaman and Nicobar Islands,India,10,0,0
590,03-04-2020,Arunachal Pradesh,India,1,0,0
591,03-04-2020,Assam,India,16,0,0
592,03-04-2020,Bihar,India,29,0,1
593,03-04-2020,Chandigarh,India,18,0,0
594,03-04-2020,Chhattisgarh,India,9,3,0
595,03-04-2020,Delhi,India,219,8,4
596,03-04-2020,Goa,India,6,0,0
597,03-04-2020,Gujarat,India,95,10,8
598,03-04-2020,Haryana,India,49,24,0
599,03-04-2020,Himachal Pradesh,India,6,1,1
600,03-04-2020,Jammu and Kashmir,India,75,3,2
601,03-04-2020,Jharkhand,India,2,0,0
602,03-04-2020,Karnataka,India,124,10,3
603,03-04-2020,Kerala,India,286,27,2
604,03-04-2020,Ladakh,India,14,3,0
605,03-04-2020,Madhya Pradesh,India,104,0,6
606,03-04-2020,Maharashtra,India,335,42,16
607,03-04-2020,Manipur,India,2,0,0
608,03-04-2020,Mizoram,India,1,0,0
609,03-04-2020,Odisha,India,5,0,0
610,03-04-2020,Puducherry,India,5,1,0
611,03-04-2020,Punjab,India,48,1,5
612,03-04-2020,Rajasthan,India,167,3,0
613,03-04-2020,Tamil Nadu,India,309,6,1
614,03-04-2020,Telengana,India,158,1,7
615,03-04-2020,Uttarakhand,India,10,2,0
616,03-04-2020,Uttar Pradesh,India,172,14,2
617,03-04-2020,West Bengal,India,63,3,3
618,03-04-2020,Unassigned,India,77,0,0
619,04-04-2020,Andhra Pradesh,India,161,1,1
620,04-04-2020,Andaman and Nicobar Islands,India,10,0,0
621,04-04-2020,Arunachal Pradesh,India,1,0,0
622,04-04-2020,Assam,India,24,0,0
623,04-04-2020,Bihar,India,30,0,1
624,04-04-2020,Chandigarh,India,18,0,0
625,04-04-2020,Chhattisgarh,India,9,3,0
626,04-04-2020,Delhi,India,445,15,6
627,04-04-2020,Goa,India,7,0,0
628,04-04-2020,Gujarat,India,105,14,10
629,04-04-2020,Haryana,India,49,24,0
630,04-04-2020,Himachal Pradesh,India,6,1,1
631,04-04-2020,Jammu and Kashmir,India,75,3,2
632,04-04-2020,Jharkhand,India,2,0,0
633,04-04-2020,Karnataka,India,128,12,3
634,04-04-2020,Kerala,India,295,41,2
635,04-04-2020,Ladakh,India,14,3,0
636,04-04-2020,Madhya Pradesh,India,104,0,6
637,04-04-2020,Maharashtra,India,490,42,24
638,04-04-2020,Manipur,India,2,0,0
639,04-04-2020,Mizoram,India,1,0,0
640,04-04-2020,Odisha,India,5,0,0
641,04-04-2020,Puducherry,India,5,1,0
642,04-04-2020,Punjab,India,57,1,5
643,04-04-2020,Rajasthan,India,200,21,0
644,04-04-2020,Tamil Nadu,India,411,6,2
645,04-04-2020,Telengana,India,159,1,7
646,04-04-2020,Uttarakhand,India,16,2,0
647,04-04-2020,Uttar Pradesh,India,174,19,2
648,04-04-2020,West Bengal,India,69,3,3
649,05-04-2020,Andhra Pradesh,India,190,1,1
650,05-04-2020,Andaman and Nicobar Islands,India,10,0,0
651,05-04-2020,Arunachal Pradesh,India,1,0,0
652,05-04-2020,Assam,India,26,0,0
653,05-04-2020,Bihar,India,30,0,1
654,05-04-2020,Chandigarh,India,18,0,0
655,05-04-2020,Chhattisgarh,India,9,3,0
656,05-04-2020,Delhi,India,503,18,7
657,05-04-2020,Goa,India,7,0,0
658,05-04-2020,Gujarat,India,122,18,11
659,05-04-2020,Haryana,India,59,25,1
660,05-04-2020,Himachal Pradesh,India,6,1,1
661,05-04-2020,Jammu and Kashmir,India,106,4,2
662,05-04-2020,Jharkhand,India,3,0,0
663,05-04-2020,Karnataka,India,144,12,4
664,05-04-2020,Kerala,India,306,49,2
665,05-04-2020,Ladakh,India,14,10,0
666,05-04-2020,Madhya Pradesh,India,165,0,9
667,05-04-2020,Maharashtra,India,490,42,24
668,05-04-2020,Manipur,India,2,0,0
669,05-04-2020,Mizoram,India,1,0,0
670,05-04-2020,Odisha,India,20,0,0
671,05-04-2020,Puducherry,India,5,1,0
672,05-04-2020,Punjab,India,57,1,5
673,05-04-2020,Rajasthan,India,200,21,0
674,05-04-2020,Tamil Nadu,India,485,6,3
675,05-04-2020,Telengana,India,269,32,7
676,05-04-2020,Uttarakhand,India,22,2,0
677,05-04-2020,Uttar Pradesh,India,227,19,2
678,05-04-2020,West Bengal,India,80,10,3
679,06-04-2020,Andhra Pradesh,India,226,1,3
680,06-04-2020,Andaman and Nicobar Islands,India,10,0,0
681,06-04-2020,Arunachal Pradesh,India,1,0,0
682,06-04-2020,Assam,India,26,0,0
683,06-04-2020,Bihar,India,32,0,1
684,06-04-2020,Chandigarh,India,18,0,0
685,06-04-2020,Chhattisgarh,India,10,8,0
686,06-04-2020,Delhi,India,523,19,7
687,06-04-2020,Goa,India,7,0,0
688,06-04-2020,Gujarat,India,144,22,12
689,06-04-2020,Haryana,India,84,25,1
690,06-04-2020,Himachal Pradesh,India,13,2,1
691,06-04-2020,Jammu and Kashmir,India,109,4,2
692,06-04-2020,Jharkhand,India,4,0,0
693,06-04-2020,Karnataka,India,151,12,4
694,06-04-2020,Kerala,India,314,55,2
695,06-04-2020,Ladakh,India,14,10,0
696,06-04-2020,Madhya Pradesh,India,165,0,9
697,06-04-2020,Maharashtra,India,748,56,45
698,06-04-2020,Manipur,India,2,0,0
699,06-04-2020,Mizoram,India,1,0,0
700,06-04-2020,Odisha,India,21,2,0
701,06-04-2020,Puducherry,India,5,1,0
702,06-04-2020,Punjab,India,76,4,6
703,06-04-2020,Rajasthan,India,274,21,0
704,06-04-2020,Tamil Nadu,India,571,8,5
705,06-04-2020,Telengana,India,321,34,7
706,06-04-2020,Uttarakhand,India,26,4,0
707,06-04-2020,Uttar Pradesh,India,305,21,3
708,06-04-2020,West Bengal,India,80,10,3
709,07-04-2020,Andhra Pradesh,India,266,1,3
710,07-04-2020,Andaman and Nicobar Islands,India,10,0,0
711,07-04-2020,Arunachal Pradesh,India,1,0,0
712,07-04-2020,Assam,India,26,0,0
713,07-04-2020,Bihar,India,32,0,1
714,07-04-2020,Chandigarh,India,18,7,0
715,07-04-2020,Chhattisgarh,India,10,9,0
716,07-04-2020,Delhi,India,576,21,7
717,07-04-2020,Goa,India,7,0,0
718,07-04-2020,Gujarat,India,165,25,13
719,07-04-2020,Haryana,India,90,25,1
720,07-04-2020,Himachal Pradesh,India,13,2,1
721,07-04-2020,Jammu and Kashmir,India,116,4,2
722,07-04-2020,Jharkhand,India,4,0,0
723,07-04-2020,Karnataka,India,175,25,4
724,07-04-2020,Kerala,India,327,58,2
725,07-04-2020,Ladakh,India,14,10,0
726,07-04-2020,Madhya Pradesh,India,229,0,13
727,07-04-2020,Maharashtra,India,868,56,48
728,07-04-2020,Manipur,India,2,0,0
729,07-04-2020,Mizoram,India,1,0,0
730,07-04-2020,Odisha,India,42,2,1
731,07-04-2020,Puducherry,India,5,1,0
732,07-04-2020,Punjab,India,91,4,7
733,07-04-2020,Rajasthan,India,288,21,3
734,07-04-2020,Tamil Nadu,India,621,8,5
735,07-04-2020,Telengana,India,364,35,7
736,07-04-2020,Tripura,India,1,0,0
737,07-04-2020,Uttarakhand,India,31,5,0
738,07-04-2020,Uttar Pradesh,India,305,21,3
739,07-04-2020,West Bengal,India,91,13,3
740,08-04-2020,Andhra Pradesh,India,305,5,4
741,08-04-2020,Andaman and Nicobar Islands,India,10,0,0
742,08-04-2020,Arunachal Pradesh,India,1,0,0
743,08-04-2020,Assam,India,27,0,0
744,08-04-2020,Bihar,India,38,0,1
745,08-04-2020,Chandigarh,India,18,7,0
746,08-04-2020,Chhattisgarh,India,10,9,0
747,08-04-2020,Delhi,India,576,21,9
748,08-04-2020,Goa,India,7,0,0
749,08-04-2020,Gujarat,India,165,25,13
750,08-04-2020,Haryana,India,147,28,3
751,08-04-2020,Himachal Pradesh,India,18,2,1
752,08-04-2020,Jammu and Kashmir,India,116,4,2
753,08-04-2020,Jharkhand,India,4,0,0
754,08-04-2020,Karnataka,India,175,25,4
755,08-04-2020,Kerala,India,336,70,2
756,08-04-2020,Ladakh,India,14,10,0
757,08-04-2020,Madhya Pradesh,India,229,0,13
758,08-04-2020,Maharashtra,India,1018,79,64
759,08-04-2020,Manipur,India,2,0,0
760,08-04-2020,Mizoram,India,1,0,0
761,08-04-2020,Odisha,India,42,2,1
762,08-04-2020,Puducherry,India,5,1,0
763,08-04-2020,Punjab,India,91,4,7
764,08-04-2020,Rajasthan,India,328,21,3
765,08-04-2020,Tamil Nadu,India,690,19,7
766,08-04-2020,Telengana,India,427,35,7
767,08-04-2020,Tripura,India,1,0,0
768,08-04-2020,Uttarakhand,India,31,5,0
769,08-04-2020,Uttar Pradesh,India,343,26,3
770,08-04-2020,West Bengal,India,99,13,5
771,09-04-2020,Andhra Pradesh,India,348,6,4
772,09-04-2020,Andaman and Nicobar Islands,India,11,0,0
773,09-04-2020,Arunachal Pradesh,India,1,0,0
774,09-04-2020,Assam,India,28,0,0
775,09-04-2020,Bihar,India,39,0,1
776,09-04-2020,Chandigarh,India,18,7,0
777,09-04-2020,Chhattisgarh,India,10,9,0
778,09-04-2020,Delhi,India,669,21,9
779,09-04-2020,Goa,India,7,0,0
780,09-04-2020,Gujarat,India,179,25,16
781,09-04-2020,Haryana,India,169,29,3
782,09-04-2020,Himachal Pradesh,India,18,2,1
783,09-04-2020,Jammu and Kashmir,India,158,4,4
784,09-04-2020,Jharkhand,India,13,0,0
785,09-04-2020,Karnataka,India,181,28,5
786,09-04-2020,Kerala,India,345,83,2
787,09-04-2020,Ladakh,India,14,10,0
788,09-04-2020,Madhya Pradesh,India,259,0,16
789,09-04-2020,Maharashtra,India,1135,117,72
790,09-04-2020,Manipur,India,2,1,0
791,09-04-2020,Mizoram,India,1,0,0
792,09-04-2020,Odisha,India,42,2,1
793,09-04-2020,Puducherry,India,5,1,0
794,09-04-2020,Punjab,India,101,4,8
795,09-04-2020,Rajasthan,India,383,21,3
796,09-04-2020,Tamil Nadu,India,738,21,8
797,09-04-2020,Telengana,India,442,35,7
798,09-04-2020,Tripura,India,1,0,0
799,09-04-2020,Uttarakhand,India,35,5,0
800,09-04-2020,Uttar Pradesh,India,410,31,4
801,09-04-2020,West Bengal,India,103,16,5
802,10-04-2020,Andhra Pradesh,India,363,7,6
803,10-04-2020,Andaman and Nicobar Islands,India,11,0,0
804,10-04-2020,Arunachal Pradesh,India,1,0,0
805,10-04-2020,Assam,India,29,0,0
806,10-04-2020,Bihar,India,60,0,1
807,10-04-2020,Chandigarh,India,18,7,0
808,10-04-2020,Chhattisgarh,India,10,9,0
809,10-04-2020,Delhi,India,898,25,13
810,10-04-2020,Goa,India,7,1,0
811,10-04-2020,Gujarat,India,241,26,17
812,10-04-2020,Haryana,India,169,29,3
813,10-04-2020,Himachal Pradesh,India,28,6,1
814,10-04-2020,Jammu and Kashmir,India,184,6,4
815,10-04-2020,Jharkhand,India,13,0,1
816,10-04-2020,Karnataka,India,197,30,6
817,10-04-2020,Kerala,India,357,96,2
818,10-04-2020,Ladakh,India,15,10,0
819,10-04-2020,Madhya Pradesh,India,259,0,16
820,10-04-2020,Maharashtra,India,1364,125,97
821,10-04-2020,Manipur,India,2,1,0
822,10-04-2020,Mizoram,India,1,0,0
823,10-04-2020,Odisha,India,44,2,1
824,10-04-2020,Puducherry,India,5,1,0
825,10-04-2020,Punjab,India,132,5,11
826,10-04-2020,Rajasthan,India,463,21,3
827,10-04-2020,Tamil Nadu,India,834,21,8
828,10-04-2020,Telengana,India,473,35,7
829,10-04-2020,Tripura,India,1,0,0
830,10-04-2020,Uttarakhand,India,35,5,0
831,10-04-2020,Uttar Pradesh,India,431,32,4
832,10-04-2020,West Bengal,India,116,16,5
833,11-04-2020,Andhra Pradesh,India,381,11,6
834,11-04-2020,Andaman and Nicobar Islands,India,11,0,0
835,11-04-2020,Arunachal Pradesh,India,1,0,0
836,11-04-2020,Assam,India,29,0,1
837,11-04-2020,Bihar,India,60,0,1
838,11-04-2020,Chandigarh,India,18,7,0
839,11-04-2020,Chhattisgarh,India,18,9,0
840,11-04-2020,Delhi,India,903,25,14
841,11-04-2020,Goa,India,7,1,0
842,11-04-2020,Gujarat,India,308,31,19
843,11-04-2020,Haryana,India,177,29,3
844,11-04-2020,Himachal Pradesh,India,28,6,1
845,11-04-2020,Jammu and Kashmir,India,207,6,4
846,11-04-2020,Jharkhand,India,17,0,1
847,11-04-2020,Karnataka,India,214,37,6
848,11-04-2020,Kerala,India,364,123,2
849,11-04-2020,Ladakh,India,15,10,0
850,11-04-2020,Madhya Pradesh,India,443,0,33
851,11-04-2020,Maharashtra,India,1574,188,110
852,11-04-2020,Manipur,India,2,1,0
853,11-04-2020,Mizoram,India,1,0,0
854,11-04-2020,Odisha,India,48,2,1
855,11-04-2020,Puducherry,India,7,1,0
856,11-04-2020,Punjab,India,132,5,11
857,11-04-2020,Rajasthan,India,553,21,3
858,11-04-2020,Tamil Nadu,India,911,44,8
859,11-04-2020,Telengana,India,504,43,9
860,11-04-2020,Tripura,India,2,0,0
861,11-04-2020,Uttarakhand,India,35,5,0
862,11-04-2020,Uttar Pradesh,India,433,32,4
863,11-04-2020,West Bengal,India,126,16,5
864,12-04-2020,Andhra Pradesh,India,381,11,6
865,12-04-2020,Andaman and Nicobar Islands,India,11,10,0
866,12-04-2020,Arunachal Pradesh,India,1,0,0
867,12-04-2020,Assam,India,29,0,1
868,12-04-2020,Bihar,India,64,19,1
869,12-04-2020,Chandigarh,India,19,7,0
870,12-04-2020,Chhattisgarh,India,25,10,0
871,12-04-2020,Delhi,India,1069,25,19
872,12-04-2020,Goa,India,7,5,0
873,12-04-2020,Gujarat,India,432,44,22
874,12-04-2020,Haryana,India,185,29,3
875,12-04-2020,Himachal Pradesh,India,32,6,1
876,12-04-2020,Jammu and Kashmir,India,224,6,4
877,12-04-2020,Jharkhand,India,17,0,1
878,12-04-2020,Karnataka,India,226,37,6
879,12-04-2020,Kerala,India,374,142,2
880,12-04-2020,Ladakh,India,15,10,0
881,12-04-2020,Madhya Pradesh,India,564,0,36
882,12-04-2020,Maharashtra,India,1761,208,127
883,12-04-2020,Manipur,India,2,1,0
884,12-04-2020,Mizoram,India,1,0,0
885,12-04-2020,Odisha,India,54,12,1
886,12-04-2020,Puducherry,India,7,1,0
887,12-04-2020,Punjab,India,151,5,11
888,12-04-2020,Rajasthan,India,700,21,3
889,12-04-2020,Tamil Nadu,India,969,44,10
890,12-04-2020,Telengana,India,504,43,9
891,12-04-2020,Tripura,India,2,0,0
892,12-04-2020,Uttarakhand,India,35,5,0
893,12-04-2020,Uttar Pradesh,India,452,45,5
894,12-04-2020,West Bengal,India,134,19,5
895,13-04-2020,Andhra Pradesh,India,432,11,7
896,13-04-2020,Andaman and Nicobar Islands,India,11,10,0
897,13-04-2020,Arunachal Pradesh,India,1,0,0
898,13-04-2020,Assam,India,31,0,1
899,13-04-2020,Bihar,India,64,26,1
900,13-04-2020,Chandigarh,India,21,7,0
901,13-04-2020,Chhattisgarh,India,31,10,0
902,13-04-2020,Delhi,India,1154,27,24
903,13-04-2020,Goa,India,7,5,0
904,13-04-2020,Gujarat,India,539,47,26
905,13-04-2020,Haryana,India,185,29,3
906,13-04-2020,Himachal Pradesh,India,32,13,1
907,13-04-2020,Jammu and Kashmir,India,245,6,4
908,13-04-2020,Jharkhand,India,19,0,2
909,13-04-2020,Karnataka,India,247,59,6
910,13-04-2020,Kerala,India,376,179,3
911,13-04-2020,Ladakh,India,15,10,0
912,13-04-2020,Madhya Pradesh,India,604,44,43
913,13-04-2020,Maharashtra,India,1985,217,149
914,13-04-2020,Manipur,India,2,1,0
915,13-04-2020,Mizoram,India,1,0,0
916,13-04-2020,Nagaland,India,1,0,0
917,13-04-2020,Odisha,India,54,12,1
918,13-04-2020,Puducherry,India,7,1,0
919,13-04-2020,Punjab,India,167,14,11
920,13-04-2020,Rajasthan,India,812,21,3
921,13-04-2020,Tamil Nadu,India,1075,50,11
922,13-04-2020,Telengana,India,562,100,16
923,13-04-2020,Tripura,India,2,0,0
924,13-04-2020,Uttarakhand,India,35,5,0
925,13-04-2020,Uttar Pradesh,India,483,47,5
926,13-04-2020,West Bengal,India,152,29,7
927,14-04-2020,Andhra Pradesh,India,473,14,9
928,14-04-2020,Andaman and Nicobar Islands,India,11,10,0
929,14-04-2020,Arunachal Pradesh,India,1,0,0
930,14-04-2020,Assam,India,31,0,1
931,14-04-2020,Bihar,India,66,26,1
932,14-04-2020,Chandigarh,India,21,7,0
933,14-04-2020,Chhattisgarh,India,31,10,0
934,14-04-2020,Delhi,India,1510,30,28
935,14-04-2020,Goa,India,7,5,0
936,14-04-2020,Gujarat,India,617,55,26
937,14-04-2020,Haryana,India,199,34,3
938,14-04-2020,Himachal Pradesh,India,32,13,1
939,14-04-2020,Jammu and Kashmir,India,270,16,4
940,14-04-2020,Jharkhand,India,24,0,2
941,14-04-2020,Karnataka,India,258,65,9
942,14-04-2020,Kerala,India,379,198,3
943,14-04-2020,Ladakh,India,15,10,0
944,14-04-2020,Madhya Pradesh,India,730,51,50
945,14-04-2020,Maharashtra,India,2337,229,160
946,14-04-2020,Manipur,India,2,1,0
947,14-04-2020,Meghalaya,India,1,0,0
948,14-04-2020,Mizoram,India,1,0,0
949,14-04-2020,Nagaland,India,1,0,0
950,14-04-2020,Odisha,India,55,18,1
951,14-04-2020,Puducherry,India,7,1,0
952,14-04-2020,Punjab,India,176,14,12
953,14-04-2020,Rajasthan,India,879,133,3
954,14-04-2020,Tamil Nadu,India,1173,58,11
955,14-04-2020,Telengana,India,624,100,17
956,14-04-2020,Tripura,India,2,0,0
957,14-04-2020,Uttarakhand,India,35,7,0
958,14-04-2020,Uttar Pradesh,India,657,49,5
959,14-04-2020,West Bengal,India,190,36,7
960,15-04-2020,Andaman and Nicobar Islands,India,11,10,0
961,15-04-2020,Andhra Pradesh,India,503,16,9
962,15-04-2020,Arunachal Pradesh,India,1,0,0
963,15-04-2020,Assam,India,33,0,1
964,15-04-2020,Bihar,India,70,29,1
965,15-04-2020,Chandigarh,India,21,7,0
966,15-04-2020,Chhattisgarh,India,33,13,0
967,15-04-2020,Delhi,India,1561,30,30
968,15-04-2020,Goa,India,7,5,0
969,15-04-2020,Gujarat,India,695,59,30
970,15-04-2020,Haryana,India,199,34,3
971,15-04-2020,Himachal Pradesh,India,33,13,1
972,15-04-2020,Jammu and Kashmir,India,278,30,4
973,15-04-2020,Jharkhand,India,27,0,2
974,15-04-2020,Karnataka,India,277,75,11
975,15-04-2020,Kerala,India,387,211,3
976,15-04-2020,Ladakh,India,17,10,0
977,15-04-2020,Madhya Pradesh,India,987,64,53
978,15-04-2020,Maharashtra,India,2687,259,178
979,15-04-2020,Manipur,India,2,1,0
980,15-04-2020,Meghalaya,India,7,0,1
981,15-04-2020,Mizoram,India,1,0,0
982,15-04-2020,Nagaland#,India,0,0,0
983,15-04-2020,Odisha,India,60,18,1
984,15-04-2020,Puducherry,India,7,1,0
985,15-04-2020,Punjab,India,186,14,13
986,15-04-2020,Rajasthan,India,1005,147,3
987,15-04-2020,Tamil Nadu,India,1204,81,12
988,15-04-2020,Telengana,India,647,120,18
989,15-04-2020,Tripura,India,2,0,0
990,15-04-2020,Uttarakhand,India,37,9,0
991,15-04-2020,Uttar Pradesh,India,735,51,11
992,15-04-2020,West Bengal,India,213,37,7
993,16-04-2020,Andaman and Nicobar Islands,India,11,10,0
994,16-04-2020,Andhra Pradesh,India,534,20,14
995,16-04-2020,Arunachal Pradesh,India,1,0,0
996,16-04-2020,Assam,India,33,5,1
997,16-04-2020,Bihar,India,74,29,1
998,16-04-2020,Chandigarh,India,21,7,0
999,16-04-2020,Chhattisgarh,India,33,17,0
1000,16-04-2020,Delhi,India,1578,42,32
1001,16-04-2020,Goa,India,7,5,0
1002,16-04-2020,Gujarat,India,871,64,36
1003,16-04-2020,Haryana,India,205,43,3
1004,16-04-2020,Himachal Pradesh,India,35,16,1
1005,16-04-2020,Jammu and Kashmir,India,300,36,4
1006,16-04-2020,Jharkhand,India,28,0,2
1007,16-04-2020,Karnataka,India,315,82,13
1008,16-04-2020,Kerala,India,388,218,3
1009,16-04-2020,Ladakh,India,17,10,0
1010,16-04-2020,Madhya Pradesh,India,1120,64,53
1011,16-04-2020,Maharashtra,India,2919,295,187
1012,16-04-2020,Manipur,India,2,1,0
1013,16-04-2020,Meghalaya,India,7,0,1
1014,16-04-2020,Mizoram,India,1,0,0
1015,16-04-2020,Nagaland#,India,0,0,0
1016,16-04-2020,Odisha,India,60,18,1
1017,16-04-2020,Puducherry,India,7,1,0
1018,16-04-2020,Punjab,India,186,27,13
1019,16-04-2020,Rajasthan,India,1023,147,3
1020,16-04-2020,Tamil Nadu,India,1242,118,14
1021,16-04-2020,Telengana,India,698,120,18
1022,16-04-2020,Tripura,India,2,1,0
1023,16-04-2020,Uttarakhand,India,37,9,0
1024,16-04-2020,Uttar Pradesh,India,773,68,13
1025,16-04-2020,West Bengal,India,231,42,7
1026,17-04-2020,Andaman and Nicobar Islands,India,11,10,0
1027,17-04-2020,Andhra Pradesh,India,572,36,14
1028,17-04-2020,Arunachal Pradesh,India,1,0,0
1029,17-04-2020,Assam,India,35,5,1
1030,17-04-2020,Bihar,India,83,37,1
1031,17-04-2020,Chandigarh,India,21,9,0
1032,17-04-2020,Chhattisgarh,India,36,23,0
1033,17-04-2020,Delhi,India,1640,51,38
1034,17-04-2020,Goa,India,7,6,0
1035,17-04-2020,Gujarat,India,1021,74,38
1036,17-04-2020,Haryana,India,205,43,3
1037,17-04-2020,Himachal Pradesh,India,35,16,1
1038,17-04-2020,Jammu and Kashmir,India,314,38,4
1039,17-04-2020,Jharkhand,India,29,0,2
1040,17-04-2020,Karnataka,India,353,82,13
1041,17-04-2020,Kerala,India,395,245,3
1042,17-04-2020,Ladakh,India,18,14,0
1043,17-04-2020,Madhya Pradesh,India,1308,65,57
1044,17-04-2020,Maharashtra,India,3205,300,194
1045,17-04-2020,Manipur,India,2,1,0
1046,17-04-2020,Meghalaya,India,9,0,1
1047,17-04-2020,Mizoram,India,1,0,0
1048,17-04-2020,Nagaland#,India,0,0,0
1049,17-04-2020,Odisha,India,60,19,1
1050,17-04-2020,Puducherry,India,7,1,0
1051,17-04-2020,Punjab,India,186,27,13
1052,17-04-2020,Rajasthan,India,1131,164,11
1053,17-04-2020,Tamil Nadu,India,1267,180,15
1054,17-04-2020,Telengana,India,743,186,18
1055,17-04-2020,Tripura,India,2,1,0
1056,17-04-2020,Uttarakhand,India,37,9,0
1057,17-04-2020,Uttar Pradesh,India,846,74,14
1058,17-04-2020,West Bengal,India,255,51,10
1059,18-04-2020,Andaman and Nicobar Islands,India,12,11,0
1060,18-04-2020,Andhra Pradesh,India,603,42,15
1061,18-04-2020,Arunachal Pradesh,India,1,0,0
1062,18-04-2020,Assam,India,35,9,1
1063,18-04-2020,Bihar,India,85,37,2
1064,18-04-2020,Chandigarh,India,21,9,0
1065,18-04-2020,Chhattisgarh,India,36,24,0
1066,18-04-2020,Delhi,India,1707,72,42
1067,18-04-2020,Goa,India,7,6,0
1068,18-04-2020,Gujarat,India,1272,88,48
1069,18-04-2020,Haryana,India,225,43,3
1070,18-04-2020,Himachal Pradesh,India,38,16,1
1071,18-04-2020,Jammu and Kashmir,India,328,42,5
1072,18-04-2020,Jharkhand,India,33,0,2
1073,18-04-2020,Karnataka,India,371,92,13
1074,18-04-2020,Kerala,India,396,255,3
1075,18-04-2020,Ladakh,India,18,14,0
1076,18-04-2020,Madhya Pradesh,India,1355,69,69
1077,18-04-2020,Maharashtra,India,3323,331,201
1078,18-04-2020,Manipur,India,2,1,0
1079,18-04-2020,Meghalaya,India,11,0,1
1080,18-04-2020,Mizoram,India,1,0,0
1081,18-04-2020,Nagaland#,India,0,0,0
1082,18-04-2020,Odisha,India,60,21,1
1083,18-04-2020,Puducherry,India,7,3,0
1084,18-04-2020,Punjab,India,202,27,13
1085,18-04-2020,Rajasthan,India,1229,183,11
1086,18-04-2020,Tamil Nadu,India,1323,283,15
1087,18-04-2020,Telengana,India,791,186,18
1088,18-04-2020,Tripura,India,2,1,0
1089,18-04-2020,Uttarakhand,India,42,9,0
1090,18-04-2020,Uttar Pradesh,India,969,86,14
1091,18-04-2020,West Bengal,India,287,55,10
1092,19-04-2020,Andaman and Nicobar Islands,India,14,11,0
1093,19-04-2020,Andhra Pradesh,India,603,42,15
1094,19-04-2020,Arunachal Pradesh,India,1,0,0
1095,19-04-2020,Assam,India,35,12,1
1096,19-04-2020,Bihar,India,86,37,2
1097,19-04-2020,Chandigarh,India,23,10,0
1098,19-04-2020,Chhattisgarh,India,36,24,0
1099,19-04-2020,Delhi,India,1893,72,43
1100,19-04-2020,Goa,India,7,6,0
1101,19-04-2020,Gujarat,India,1604,94,58
1102,19-04-2020,Haryana,India,233,87,3
1103,19-04-2020,Himachal Pradesh,India,39,16,1
1104,19-04-2020,Jammu and Kashmir,India,341,51,5
1105,19-04-2020,Jharkhand,India,35,0,2
1106,19-04-2020,Karnataka,India,384,104,14
1107,19-04-2020,Kerala,India,400,257,3
1108,19-04-2020,Ladakh,India,18,14,0
1109,19-04-2020,Madhya Pradesh,India,1407,127,70
1110,19-04-2020,Maharashtra,India,3651,365,211
1111,19-04-2020,Manipur,India,2,1,0
1112,19-04-2020,Meghalaya,India,11,0,1
1113,19-04-2020,Mizoram,India,1,0,0
1114,19-04-2020,Nagaland#,India,0,0,0
1115,19-04-2020,Odisha,India,61,24,1
1116,19-04-2020,Puducherry,India,7,3,0
1117,19-04-2020,Punjab,India,219,31,16
1118,19-04-2020,Rajasthan,India,1351,183,11
1119,19-04-2020,Tamil Nadu,India,1372,365,15
1120,19-04-2020,Telengana,India,844,186,18
1121,19-04-2020,Tripura,India,2,1,0
1122,19-04-2020,Uttarakhand,India,42,9,0
1123,19-04-2020,Uttar Pradesh,India,1084,108,17
1124,19-04-2020,West Bengal,India,310,62,12
1125,20-04-2020,Andaman and Nicobar Islands,India,15,11,0
1126,20-04-2020,Andhra Pradesh,India,722,92,20
1127,20-04-2020,Arunachal Pradesh,India,1,0,0
1128,20-04-2020,Assam,India,35,17,1
1129,20-04-2020,Bihar,India,96,42,2
1130,20-04-2020,Chandigarh,India,26,13,0
1131,20-04-2020,Chhattisgarh,India,36,25,0
1132,20-04-2020,Delhi,India,2003,290,45
1133,20-04-2020,Goa,India,7,7,0
1134,20-04-2020,Gujarat,India,1851,106,67
1135,20-04-2020,Haryana,India,233,87,3
1136,20-04-2020,Himachal Pradesh,India,39,16,1
1137,20-04-2020,Jammu and Kashmir,India,350,56,5
1138,20-04-2020,Jharkhand,India,42,0,2
1139,20-04-2020,Karnataka,India,395,111,16
1140,20-04-2020,Kerala,India,402,270,3
1141,20-04-2020,Ladakh,India,18,14,0
1142,20-04-2020,Madhya Pradesh,India,1485,127,74
1143,20-04-2020,Maharashtra,India,4203,507,223
1144,20-04-2020,Manipur,India,2,2,0
1145,20-04-2020,Meghalaya,India,11,0,1
1146,20-04-2020,Mizoram,India,1,0,0
1147,20-04-2020,Nagaland,India,0,0,0
1148,20-04-2020,Odisha,India,68,24,1
1149,20-04-2020,Puducherry,India,7,3,0
1150,20-04-2020,Punjab,India,219,31,16
1151,20-04-2020,Rajasthan,India,1478,183,14
1152,20-04-2020,Tamil Nadu,India,1477,411,15
1153,20-04-2020,Telengana,India,873,190,21
1154,20-04-2020,Tripura,India,2,1,0
1155,20-04-2020,Uttarakhand,India,44,11,0
