Sno,Date,Country/Region,Province/State,Deaths,Region
1254,23-04-2020,India,West Bengal,15,India
1255,24-04-2020,India,Andaman and Nicobar Islands,0,India
1256,24-04-2020,India,Andhra Pradesh,29,India
1257,24-04-2020,India,Arunachal Pradesh,0,India
1258,24-04-2020,India,Assam,1,India
1259,24-04-2020,India,Bihar,2,India
1260,24-04-2020,India,Chandigarh,0,India
1261,24-04-2020,India,Chhattisgarh,0,India
1262,24-04-2020,India,Delhi,50,India
1263,24-04-2020,India,Goa,0,India
1264,24-04-2020,India,Gujarat,112,India
1265,24-04-2020,India,Haryana,3,India
1266,24-04-2020,India,Himachal Pradesh,1,India
1267,24-04-2020,India,Jammu and Kashmir,5,India
1268,24-04-2020,India,Jharkhand,3,India
1269,24-04-2020,India,Karnataka,18,India
1270,24-04-2020,India,Kerala,3,India
1271,24-04-2020,India,Ladakh,0,India
1272,24-04-2020,India,Madhya Pradesh,83,India
1273,24-04-2020,India,Maharashtra,283,India
1274,24-04-2020,India,Manipur,0,India
1275,24-04-2020,India,Meghalaya,1,India
1276,24-04-2020,India,Mizoram,0,India
1277,24-04-2020,India,Odisha,1,India
1278,24-04-2020,India,Puducherry,0,India
1279,24-04-2020,India,Punjab,16,India
1280,24-04-2020,India,Rajasthan,27,India
1281,24-04-2020,India,Tamil Nadu,20,India
1282,24-04-2020,India,Telengana,26,India
1283,24-04-2020,India,Tripura,0,India
1284,24-04-2020,India,Uttarakhand,0,India
1285,24-04-2020,India,Uttar Pradesh,24,India
1286,24-04-2020,India,West Bengal,15,India
1287,25-04-2020,India,Andaman and Nicobar Islands,0,India
1288,25-04-2020,India,Andhra Pradesh,31,India
1289,25-04-2020,India,Arunachal Pradesh,0,India
1290,25-04-2020,India,Assam,1,India
1291,25-04-2020,India,Bihar,2,India
1292,25-04-2020,India,Chandigarh,0,India
1293,25-04-2020,India,Chhattisgarh,0,India
1294,25-04-2020,India,Delhi,53,India
1295,25-04-2020,India,Goa,0,India
1296,25-04-2020,India,Gujarat,127,India
1297,25-04-2020,India,Haryana,3,India
1298,25-04-2020,India,Himachal Pradesh,1,India
1299,25-04-2020,India,Jammu and Kashmir,5,India
1300,25-04-2020,India,Jharkhand,3,India
1301,25-04-2020,India,Karnataka,18,India
1302,25-04-2020,India,Kerala,4,India
1303,25-04-2020,India,Ladakh,0,India
1304,25-04-2020,India,Madhya Pradesh,92,India
1305,25-04-2020,India,Maharashtra,301,India
1306,25-04-2020,India,Manipur,0,India
1307,25-04-2020,India,Meghalaya,1,India
1308,25-04-2020,India,Mizoram,0,India
1309,25-04-2020,India,Odisha,1,India
1310,25-04-2020,India,Puducherry,0,India
1311,25-04-2020,India,Punjab,17,India
1312,25-04-2020,India,Rajasthan,27,India
1313,25-04-2020,India,Tamil Nadu,22,India
1314,25-04-2020,India,Telengana,26,India
1315,25-04-2020,India,Tripura,0,India
1316,25-04-2020,India,Uttarakhand,0,India
1317,25-04-2020,India,Uttar Pradesh,26,India
1318,25-04-2020,India,West Bengal,18,India
1319,26-04-2020,India,Andaman and Nicobar Islands,0,India
1320,26-04-2020,India,Andhra Pradesh,31,India
1321,26-04-2020,India,Arunachal Pradesh,0,India
1322,26-04-2020,India,Assam,1,India
1323,26-04-2020,India,Bihar,2,India
1324,26-04-2020,India,Chandigarh,0,India
1325,26-04-2020,India,Chhattisgarh,0,India
1326,26-04-2020,India,Delhi,54,India
1327,26-04-2020,India,Goa,0,India
1328,26-04-2020,India,Gujarat,133,India
1329,26-04-2020,India,Haryana,3,India
1330,26-04-2020,India,Himachal Pradesh,1,India
1331,26-04-2020,India,Jammu and Kashmir,6,India
1332,26-04-2020,India,Jharkhand,3,India
1333,26-04-2020,India,Karnataka,18,India
1334,26-04-2020,India,Kerala,4,India
1335,26-04-2020,India,Ladakh,0,India
1336,26-04-2020,India,Madhya Pradesh,99,India
1337,26-04-2020,India,Maharashtra,323,India
1338,26-04-2020,India,Manipur,0,India
1339,26-04-2020,India,Meghalaya,1,India
1340,26-04-2020,India,Mizoram,0,India
1341,26-04-2020,India,Odisha,1,India
1342,26-04-2020,India,Puducherry,0,India
1343,26-04-2020,India,Punjab,17,India
1344,26-04-2020,India,Rajasthan,33,India
1345,26-04-2020,India,Tamil Nadu,23,India
1346,26-04-2020,India,Telengana,26,India
1347,26-04-2020,India,Tripura,0,India
1348,26-04-2020,India,Uttarakhand,0,India
1349,26-04-2020,India,Uttar Pradesh,29,India
1350,26-04-2020,India,West Bengal,18,India
1351,27-04-2020,India,Andaman and Nicobar Islands,0,India
1352,27-04-2020,India,Andhra Pradesh,31,India
1353,27-04-2020,India,Arunachal Pradesh,0,India
1354,27-04-2020,India,Assam,1,India
1355,27-04-2020,India,Bihar,2,India
1356,27-04-2020,India,Chandigarh,0,India
1357,27-04-2020,India,Chhattisgarh,0,India
1358,27-04-2020,India,Delhi,54,India
1359,27-04-2020,India,Goa,0,India
1360,27-04-2020,India,Gujarat,151,India
1361,27-04-2020,India,Haryana,3,India
1362,27-04-2020,India,Himachal Pradesh,1,India
1363,27-04-2020,India,Jammu and Kashmir,6,India
1364,27-04-2020,India,Jharkhand,3,India
1365,27-04-2020,India,Karnataka,20,India
1366,27-04-2020,India,Kerala,4,India
1367,27-04-2020,India,Ladakh,0,India
1368,27-04-2020,India,Madhya Pradesh,106,India
1369,27-04-2020,India,Maharashtra,342,India
1370,27-04-2020,India,Manipur,0,India
1371,27-04-2020,India,Meghalaya,1,India
1372,27-04-2020,India,Mizoram,0,India
1373,27-04-2020,India,Odisha,1,India
1374,27-04-2020,India,Puducherry,0,India
1375,27-04-2020,India,Punjab,18,India
1376,27-04-2020,India,Rajasthan,41,India
1377,27-04-2020,India,Tamil Nadu,24,India
1378,27-04-2020,India,Telengana,26,India
1379,27-04-2020,India,Tripura,0,India
1380,27-04-2020,India,Uttarakhand,0,India
1381,27-04-2020,India,Uttar Pradesh,31,India
1382,27-04-2020,India,West Bengal,20,India
