Sno,Date,Country/Region,Province/State,Confirmed
698,06-04-2020,India,Manipur,2
699,06-04-2020,India,Mizoram,1
700,06-04-2020,India,Odisha,21
701,06-04-2020,India,Puducherry,5
702,06-04-2020,India,Punjab,76
703,06-04-2020,India,Rajasthan,274
704,06-04-2020,India,Tamil Nadu,571
705,06-04-2020,India,Telengana,321
706,06-04-2020,India,Uttarakhand,26
707,06-04-2020,India,Uttar Pradesh,305
708,06-04-2020,India,West Bengal,80
709,07-04-2020,India,Andhra Pradesh,266
710,07-04-2020,India,Andaman and Nicobar Islands,10
711,07-04-2020,India,Arunachal Pradesh,1
712,07-04-2020,India,Assam,26
713,07-04-2020,India,Bihar,32
714,07-04-2020,India,Chandigarh,18
715,07-04-2020,India,Chhattisgarh,10
716,07-04-2020,India,Delhi,576
717,07-04-2020,India,Goa,7
718,07-04-2020,India,Gujarat,165
719,07-04-2020,India,Haryana,90
720,07-04-2020,India,Himachal Pradesh,13
721,07-04-2020,India,Jammu and Kashmir,116
722,07-04-2020,India,Jharkhand,4
723,07-04-2020,India,Karnataka,175
724,07-04-2020,India,Kerala,327
725,07-04-2020,India,Ladakh,14
726,07-04-2020,India,Madhya Pradesh,229
727,07-04-2020,India,Maharashtra,868
728,07-04-2020,India,Manipur,2
729,07-04-2020,India,Mizoram,1
730,07-04-2020,India,Odisha,42
731,07-04-2020,India,Puducherry,5
732,07-04-2020,India,Punjab,91
733,07-04-2020,India,Rajasthan,288
734,07-04-2020,India,Tamil Nadu,621
735,07-04-2020,India,Telengana,364
736,07-04-2020,India,Tripura,1
737,07-04-2020,India,Uttarakhand,31
738,07-04-2020,India,Uttar Pradesh,305
739,07-04-2020,India,West Bengal,91
740,08-04-2020,India,Andhra Pradesh,305
741,08-04-2020,India,Andaman and Nicobar Islands,10
742,08-04-2020,India,Arunachal Pradesh,1
743,08-04-2020,India,Assam,27
744,08-04-2020,India,Bihar,38
745,08-04-2020,India,Chandigarh,18
746,08-04-2020,India,Chhattisgarh,10
747,08-04-2020,India,Delhi,576
748,08-04-2020,India,Goa,7
749,08-04-2020,India,Gujarat,165
750,08-04-2020,India,Haryana,147
751,08-04-2020,India,Himachal Pradesh,18
752,08-04-2020,India,Jammu and Kashmir,116
753,08-04-2020,India,Jharkhand,4
754,08-04-2020,India,Karnataka,175
755,08-04-2020,India,Kerala,336
756,08-04-2020,India,Ladakh,14
757,08-04-2020,India,Madhya Pradesh,229
758,08-04-2020,India,Maharashtra,1018
759,08-04-2020,India,Manipur,2
760,08-04-2020,India,Mizoram,1
761,08-04-2020,India,Odisha,42
762,08-04-2020,India,Puducherry,5
763,08-04-2020,India,Punjab,91
764,08-04-2020,India,Rajasthan,328
765,08-04-2020,India,Tamil Nadu,690
766,08-04-2020,India,Telengana,427
767,08-04-2020,India,Tripura,1
768,08-04-2020,India,Uttarakhand,31
769,08-04-2020,India,Uttar Pradesh,343
770,08-04-2020,India,West Bengal,99
771,09-04-2020,India,Andhra Pradesh,348
772,09-04-2020,India,Andaman and Nicobar Islands,11
773,09-04-2020,India,Arunachal Pradesh,1
774,09-04-2020,India,Assam,28
775,09-04-2020,India,Bihar,39
776,09-04-2020,India,Chandigarh,18
777,09-04-2020,India,Chhattisgarh,10
778,09-04-2020,India,Delhi,669
779,09-04-2020,India,Goa,7
780,09-04-2020,India,Gujarat,179
781,09-04-2020,India,Haryana,169
782,09-04-2020,India,Himachal Pradesh,18
783,09-04-2020,India,Jammu and Kashmir,158
784,09-04-2020,India,Jharkhand,13
785,09-04-2020,India,Karnataka,181
786,09-04-2020,India,Kerala,345
787,09-04-2020,India,Ladakh,14
788,09-04-2020,India,Madhya Pradesh,259
789,09-04-2020,India,Maharashtra,1135
790,09-04-2020,India,Manipur,2
791,09-04-2020,India,Mizoram,1
792,09-04-2020,India,Odisha,42
793,09-04-2020,India,Puducherry,5
794,09-04-2020,India,Punjab,101
795,09-04-2020,India,Rajasthan,383
796,09-04-2020,India,Tamil Nadu,738
797,09-04-2020,India,Telengana,442
798,09-04-2020,India,Tripura,1
799,09-04-2020,India,Uttarakhand,35
800,09-04-2020,India,Uttar Pradesh,410
801,09-04-2020,India,West Bengal,103
802,10-04-2020,India,Andhra Pradesh,363
803,10-04-2020,India,Andaman and Nicobar Islands,11
804,10-04-2020,India,Arunachal Pradesh,1
805,10-04-2020,India,Assam,29
806,10-04-2020,India,Bihar,60
807,10-04-2020,India,Chandigarh,18
808,10-04-2020,India,Chhattisgarh,10
809,10-04-2020,India,Delhi,898
810,10-04-2020,India,Goa,7
811,10-04-2020,India,Gujarat,241
812,10-04-2020,India,Haryana,169
813,10-04-2020,India,Himachal Pradesh,28
814,10-04-2020,India,Jammu and Kashmir,184
815,10-04-2020,India,Jharkhand,13
816,10-04-2020,India,Karnataka,197
817,10-04-2020,India,Kerala,357
818,10-04-2020,India,Ladakh,15
819,10-04-2020,India,Madhya Pradesh,259
820,10-04-2020,India,Maharashtra,1364
821,10-04-2020,India,Manipur,2
822,10-04-2020,India,Mizoram,1
823,10-04-2020,India,Odisha,44
824,10-04-2020,India,Puducherry,5
825,10-04-2020,India,Punjab,132
826,10-04-2020,India,Rajasthan,463
827,10-04-2020,India,Tamil Nadu,834
828,10-04-2020,India,Telengana,473
829,10-04-2020,India,Tripura,1
830,10-04-2020,India,Uttarakhand,35
831,10-04-2020,India,Uttar Pradesh,431
832,10-04-2020,India,West Bengal,116
833,11-04-2020,India,Andhra Pradesh,381
834,11-04-2020,India,Andaman and Nicobar Islands,11
835,11-04-2020,India,Arunachal Pradesh,1
836,11-04-2020,India,Assam,29
837,11-04-2020,India,Bihar,60
838,11-04-2020,India,Chandigarh,18
839,11-04-2020,India,Chhattisgarh,18
840,11-04-2020,India,Delhi,903
841,11-04-2020,India,Goa,7
842,11-04-2020,India,Gujarat,308
843,11-04-2020,India,Haryana,177
844,11-04-2020,India,Himachal Pradesh,28
845,11-04-2020,India,Jammu and Kashmir,207
846,11-04-2020,India,Jharkhand,17
847,11-04-2020,India,Karnataka,214
848,11-04-2020,India,Kerala,364
849,11-04-2020,India,Ladakh,15
850,11-04-2020,India,Madhya Pradesh,443
851,11-04-2020,India,Maharashtra,1574
852,11-04-2020,India,Manipur,2
853,11-04-2020,India,Mizoram,1
854,11-04-2020,India,Odisha,48
855,11-04-2020,India,Puducherry,7
856,11-04-2020,India,Punjab,132
857,11-04-2020,India,Rajasthan,553
858,11-04-2020,India,Tamil Nadu,911
859,11-04-2020,India,Telengana,504
860,11-04-2020,India,Tripura,2
861,11-04-2020,India,Uttarakhand,35
862,11-04-2020,India,Uttar Pradesh,433
863,11-04-2020,India,West Bengal,126
864,12-04-2020,India,Andhra Pradesh,381
865,12-04-2020,India,Andaman and Nicobar Islands,11
866,12-04-2020,India,Arunachal Pradesh,1
867,12-04-2020,India,Assam,29
868,12-04-2020,India,Bihar,64
869,12-04-2020,India,Chandigarh,19
870,12-04-2020,India,Chhattisgarh,25
871,12-04-2020,India,Delhi,1069
872,12-04-2020,India,Goa,7
873,12-04-2020,India,Gujarat,432
874,12-04-2020,India,Haryana,185
875,12-04-2020,India,Himachal Pradesh,32
876,12-04-2020,India,Jammu and Kashmir,224
877,12-04-2020,India,Jharkhand,17
878,12-04-2020,India,Karnataka,226
879,12-04-2020,India,Kerala,374
880,12-04-2020,India,Ladakh,15
881,12-04-2020,India,Madhya Pradesh,564
882,12-04-2020,India,Maharashtra,1761
883,12-04-2020,India,Manipur,2
884,12-04-2020,India,Mizoram,1
885,12-04-2020,India,Odisha,54
886,12-04-2020,India,Puducherry,7
887,12-04-2020,India,Punjab,151
888,12-04-2020,India,Rajasthan,700
889,12-04-2020,India,Tamil Nadu,969
890,12-04-2020,India,Telengana,504
891,12-04-2020,India,Tripura,2
892,12-04-2020,India,Uttarakhand,35
893,12-04-2020,India,Uttar Pradesh,452
894,12-04-2020,India,West Bengal,134
895,13-04-2020,India,Andhra Pradesh,432
896,13-04-2020,India,Andaman and Nicobar Islands,11
897,13-04-2020,India,Arunachal Pradesh,1
898,13-04-2020,India,Assam,31
899,13-04-2020,India,Bihar,64
900,13-04-2020,India,Chandigarh,21
901,13-04-2020,India,Chhattisgarh,31
902,13-04-2020,India,Delhi,1154
903,13-04-2020,India,Goa,7
904,13-04-2020,India,Gujarat,539
905,13-04-2020,India,Haryana,185
906,13-04-2020,India,Himachal Pradesh,32
907,13-04-2020,India,Jammu and Kashmir,245
908,13-04-2020,India,Jharkhand,19
909,13-04-2020,India,Karnataka,247
910,13-04-2020,India,Kerala,376
911,13-04-2020,India,Ladakh,15
912,13-04-2020,India,Madhya Pradesh,604
913,13-04-2020,India,Maharashtra,1985
914,13-04-2020,India,Manipur,2
915,13-04-2020,India,Mizoram,1
916,13-04-2020,India,Nagaland,1
917,13-04-2020,India,Odisha,54
918,13-04-2020,India,Puducherry,7
919,13-04-2020,India,Punjab,167
920,13-04-2020,India,Rajasthan,812
921,13-04-2020,India,Tamil Nadu,1075
922,13-04-2020,India,Telengana,562
923,13-04-2020,India,Tripura,2
924,13-04-2020,India,Uttarakhand,35
925,13-04-2020,India,Uttar Pradesh,483
926,13-04-2020,India,West Bengal,152
927,14-04-2020,India,Andhra Pradesh,473
928,14-04-2020,India,Andaman and Nicobar Islands,11
929,14-04-2020,India,Arunachal Pradesh,1
930,14-04-2020,India,Assam,31
931,14-04-2020,India,Bihar,66
932,14-04-2020,India,Chandigarh,21
933,14-04-2020,India,Chhattisgarh,31
934,14-04-2020,India,Delhi,1510
935,14-04-2020,India,Goa,7
936,14-04-2020,India,Gujarat,617
937,14-04-2020,India,Haryana,199
938,14-04-2020,India,Himachal Pradesh,32
939,14-04-2020,India,Jammu and Kashmir,270
940,14-04-2020,India,Jharkhand,24
941,14-04-2020,India,Karnataka,258
942,14-04-2020,India,Kerala,379
943,14-04-2020,India,Ladakh,15
944,14-04-2020,India,Madhya Pradesh,730
945,14-04-2020,India,Maharashtra,2337
946,14-04-2020,India,Manipur,2
947,14-04-2020,India,Meghalaya,1
948,14-04-2020,India,Mizoram,1
949,14-04-2020,India,Nagaland,1
950,14-04-2020,India,Odisha,55
951,14-04-2020,India,Puducherry,7
952,14-04-2020,India,Punjab,176
953,14-04-2020,India,Rajasthan,879
954,14-04-2020,India,Tamil Nadu,1173
955,14-04-2020,India,Telengana,624
956,14-04-2020,India,Tripura,2
957,14-04-2020,India,Uttarakhand,35
958,14-04-2020,India,Uttar Pradesh,657
959,14-04-2020,India,West Bengal,190
960,15-04-2020,India,Andaman and Nicobar Islands,11
961,15-04-2020,India,Andhra Pradesh,503
962,15-04-2020,India,Arunachal Pradesh,1
963,15-04-2020,India,Assam,33
964,15-04-2020,India,Bihar,70
965,15-04-2020,India,Chandigarh,21
966,15-04-2020,India,Chhattisgarh,33
967,15-04-2020,India,Delhi,1561
968,15-04-2020,India,Goa,7
969,15-04-2020,India,Gujarat,695
970,15-04-2020,India,Haryana,199
971,15-04-2020,India,Himachal Pradesh,33
972,15-04-2020,India,Jammu and Kashmir,278
973,15-04-2020,India,Jharkhand,27
974,15-04-2020,India,Karnataka,277
975,15-04-2020,India,Kerala,387
976,15-04-2020,India,Ladakh,17
977,15-04-2020,India,Madhya Pradesh,987
978,15-04-2020,India,Maharashtra,2687
979,15-04-2020,India,Manipur,2
980,15-04-2020,India,Meghalaya,7
981,15-04-2020,India,Mizoram,1
982,15-04-2020,India,Nagaland#,0
983,15-04-2020,India,Odisha,60
984,15-04-2020,India,Puducherry,7
985,15-04-2020,India,Punjab,186
986,15-04-2020,India,Rajasthan,1005
987,15-04-2020,India,Tamil Nadu,1204
988,15-04-2020,India,Telengana,647
989,15-04-2020,India,Tripura,2
990,15-04-2020,India,Uttarakhand,37
991,15-04-2020,India,Uttar Pradesh,735
992,15-04-2020,India,West Bengal,213
993,16-04-2020,India,Andaman and Nicobar Islands,11
994,16-04-2020,India,Andhra Pradesh,534
995,16-04-2020,India,Arunachal Pradesh,1
996,16-04-2020,India,Assam,33
997,16-04-2020,India,Bihar,74
998,16-04-2020,India,Chandigarh,21
999,16-04-2020,India,Chhattisgarh,33
1000,16-04-2020,India,Delhi,1578
1001,16-04-2020,India,Goa,7
1002,16-04-2020,India,Gujarat,871
1003,16-04-2020,India,Haryana,205
1004,16-04-2020,India,Himachal Pradesh,35
1005,16-04-2020,India,Jammu and Kashmir,300
1006,16-04-2020,India,Jharkhand,28
1007,16-04-2020,India,Karnataka,315
1008,16-04-2020,India,Kerala,388
1009,16-04-2020,India,Ladakh,17
1010,16-04-2020,India,Madhya Pradesh,1120
1011,16-04-2020,India,Maharashtra,2919
1012,16-04-2020,India,Manipur,2
1013,16-04-2020,India,Meghalaya,7
1014,16-04-2020,India,Mizoram,1
1015,16-04-2020,India,Nagaland#,0
1016,16-04-2020,India,Odisha,60
1017,16-04-2020,India,Puducherry,7
1018,16-04-2020,India,Punjab,186
1019,16-04-2020,India,Rajasthan,1023
1020,16-04-2020,India,Tamil Nadu,1242
1021,16-04-2020,India,Telengana,698
1022,16-04-2020,India,Tripura,2
1023,16-04-2020,India,Uttarakhand,37
1024,16-04-2020,India,Uttar Pradesh,773
1025,16-04-2020,India,West Bengal,231
1026,17-04-2020,India,Andaman and Nicobar Islands,11
1027,17-04-2020,India,Andhra Pradesh,572
1028,17-04-2020,India,Arunachal Pradesh,1
1029,17-04-2020,India,Assam,35
1030,17-04-2020,India,Bihar,83
1031,17-04-2020,India,Chandigarh,21
1032,17-04-2020,India,Chhattisgarh,36
1033,17-04-2020,India,Delhi,1640
1034,17-04-2020,India,Goa,7
1035,17-04-2020,India,Gujarat,1021
1036,17-04-2020,India,Haryana,205
1037,17-04-2020,India,Himachal Pradesh,35
1038,17-04-2020,India,Jammu and Kashmir,314
1039,17-04-2020,India,Jharkhand,29
1040,17-04-2020,India,Karnataka,353
1041,17-04-2020,India,Kerala,395
1042,17-04-2020,India,Ladakh,18
1043,17-04-2020,India,Madhya Pradesh,1308
1044,17-04-2020,India,Maharashtra,3205
1045,17-04-2020,India,Manipur,2
1046,17-04-2020,India,Meghalaya,9
1047,17-04-2020,India,Mizoram,1
1048,17-04-2020,India,Nagaland#,0
1049,17-04-2020,India,Odisha,60
1050,17-04-2020,India,Puducherry,7
1051,17-04-2020,India,Punjab,186
1052,17-04-2020,India,Rajasthan,1131
1053,17-04-2020,India,Tamil Nadu,1267
1054,17-04-2020,India,Telengana,743
1055,17-04-2020,India,Tripura,2
1056,17-04-2020,India,Uttarakhand,37
1057,17-04-2020,India,Uttar Pradesh,846
1058,17-04-2020,India,West Bengal,255
1059,18-04-2020,India,Andaman and Nicobar Islands,12
1060,18-04-2020,India,Andhra Pradesh,603
1061,18-04-2020,India,Arunachal Pradesh,1
1062,18-04-2020,India,Assam,35
1063,18-04-2020,India,Bihar,85
1064,18-04-2020,India,Chandigarh,21
1065,18-04-2020,India,Chhattisgarh,36
1066,18-04-2020,India,Delhi,1707
1067,18-04-2020,India,Goa,7
1068,18-04-2020,India,Gujarat,1272
1069,18-04-2020,India,Haryana,225
1070,18-04-2020,India,Himachal Pradesh,38
1071,18-04-2020,India,Jammu and Kashmir,328
1072,18-04-2020,India,Jharkhand,33
1073,18-04-2020,India,Karnataka,371
1074,18-04-2020,India,Kerala,396
1075,18-04-2020,India,Ladakh,18
1076,18-04-2020,India,Madhya Pradesh,1355
1077,18-04-2020,India,Maharashtra,3323
1078,18-04-2020,India,Manipur,2
1079,18-04-2020,India,Meghalaya,11
1080,18-04-2020,India,Mizoram,1
1081,18-04-2020,India,Nagaland#,0
1082,18-04-2020,India,Odisha,60
1083,18-04-2020,India,Puducherry,7
1084,18-04-2020,India,Punjab,202
1085,18-04-2020,India,Rajasthan,1229
1086,18-04-2020,India,Tamil Nadu,1323
1087,18-04-2020,India,Telengana,791
1088,18-04-2020,India,Tripura,2
1089,18-04-2020,India,Uttarakhand,42
1090,18-04-2020,India,Uttar Pradesh,969
1091,18-04-2020,India,West Bengal,287
1092,19-04-2020,India,Andaman and Nicobar Islands,14
1093,19-04-2020,India,Andhra Pradesh,603
1094,19-04-2020,India,Arunachal Pradesh,1
1095,19-04-2020,India,Assam,35
1096,19-04-2020,India,Bihar,86
1097,19-04-2020,India,Chandigarh,23
1098,19-04-2020,India,Chhattisgarh,36
1099,19-04-2020,India,Delhi,1893
1100,19-04-2020,India,Goa,7
1101,19-04-2020,India,Gujarat,1604
1102,19-04-2020,India,Haryana,233
1103,19-04-2020,India,Himachal Pradesh,39
1104,19-04-2020,India,Jammu and Kashmir,341
1105,19-04-2020,India,Jharkhand,35
1106,19-04-2020,India,Karnataka,384
1107,19-04-2020,India,Kerala,400
1108,19-04-2020,India,Ladakh,18
1109,19-04-2020,India,Madhya Pradesh,1407
1110,19-04-2020,India,Maharashtra,3651
1111,19-04-2020,India,Manipur,2
1112,19-04-2020,India,Meghalaya,11
1113,19-04-2020,India,Mizoram,1
1114,19-04-2020,India,Nagaland#,0
1115,19-04-2020,India,Odisha,61
1116,19-04-2020,India,Puducherry,7
1117,19-04-2020,India,Punjab,219
1118,19-04-2020,India,Rajasthan,1351
1119,19-04-2020,India,Tamil Nadu,1372
1120,19-04-2020,India,Telengana,844
1121,19-04-2020,India,Tripura,2
1122,19-04-2020,India,Uttarakhand,42
1123,19-04-2020,India,Uttar Pradesh,1084
1124,19-04-2020,India,West Bengal,310
1125,20-04-2020,India,Andaman and Nicobar Islands,15
1126,20-04-2020,India,Andhra Pradesh,722
1127,20-04-2020,India,Arunachal Pradesh,1
1128,20-04-2020,India,Assam,35
1129,20-04-2020,India,Bihar,96
1130,20-04-2020,India,Chandigarh,26
1131,20-04-2020,India,Chhattisgarh,36
1132,20-04-2020,India,Delhi,2003
1133,20-04-2020,India,Goa,7
1134,20-04-2020,India,Gujarat,1851
1135,20-04-2020,India,Haryana,233
1136,20-04-2020,India,Himachal Pradesh,39
1137,20-04-2020,India,Jammu and Kashmir,350
1138,20-04-2020,India,Jharkhand,42
1139,20-04-2020,India,Karnataka,395
1140,20-04-2020,India,Kerala,402
1141,20-04-2020,India,Ladakh,18
1142,20-04-2020,India,Madhya Pradesh,1485
1143,20-04-2020,India,Maharashtra,4203
1144,20-04-2020,India,Manipur,2
1145,20-04-2020,India,Meghalaya,11
1146,20-04-2020,India,Mizoram,1
1147,20-04-2020,India,Nagaland,0
1148,20-04-2020,India,Odisha,68
1149,20-04-2020,India,Puducherry,7
1150,20-04-2020,India,Punjab,219
1151,20-04-2020,India,Rajasthan,1478
1152,20-04-2020,India,Tamil Nadu,1477
1153,20-04-2020,India,Telengana,873
1154,20-04-2020,India,Tripura,2
1155,20-04-2020,India,Uttarakhand,44
1156,20-04-2020,India,Uttar Pradesh,1176
1157,20-04-2020,India,West Bengal,339
1158,21-04-2020,India,Andaman and Nicobar Islands,16
1159,21-04-2020,India,Andhra Pradesh,757
1160,21-04-2020,India,Arunachal Pradesh,1
1161,21-04-2020,India,Assam,35
1162,21-04-2020,India,Bihar,114
1163,21-04-2020,India,Chandigarh,26
1164,21-04-2020,India,Chhattisgarh,36
1165,21-04-2020,India,Delhi,2081
1166,21-04-2020,India,Goa,7
1167,21-04-2020,India,Gujarat,2066
1168,21-04-2020,India,Haryana,254
1169,21-04-2020,India,Himachal Pradesh,39
1170,21-04-2020,India,Jammu and Kashmir,368
1171,21-04-2020,India,Jharkhand,46
1172,21-04-2020,India,Karnataka,415
1173,21-04-2020,India,Kerala,408
1174,21-04-2020,India,Ladakh,18
1175,21-04-2020,India,Madhya Pradesh,1540
1176,21-04-2020,India,Maharashtra,4669
1177,21-04-2020,India,Manipur,2
1178,21-04-2020,India,Meghalaya,11
1179,21-04-2020,India,Mizoram,1
1180,21-04-2020,India,Nagaland,0
1181,21-04-2020,India,Odisha,74
1182,21-04-2020,India,Puducherry,7
1183,21-04-2020,India,Punjab,245
1184,21-04-2020,India,Rajasthan,1576
1185,21-04-2020,India,Tamil Nadu,1520
1186,21-04-2020,India,Telengana,919
1187,21-04-2020,India,Tripura,2
1188,21-04-2020,India,Uttarakhand,46
1189,21-04-2020,India,Uttar Pradesh,1294
1190,21-04-2020,India,West Bengal,392
1191,22-04-2020,India,Andaman and Nicobar Islands,17
1192,22-04-2020,India,Andhra Pradesh,813
1193,22-04-2020,India,Arunachal Pradesh,1
1194,22-04-2020,India,Assam,35
1195,22-04-2020,India,Bihar,126
1196,22-04-2020,India,Chandigarh,27
1197,22-04-2020,India,Chhattisgarh,36
1198,22-04-2020,India,Delhi,2156
1199,22-04-2020,India,Goa,7
1200,22-04-2020,India,Gujarat,2272
1201,22-04-2020,India,Haryana,254
1202,22-04-2020,India,Himachal Pradesh,39
1203,22-04-2020,India,Jammu and Kashmir,380
1204,22-04-2020,India,Jharkhand#,45
1205,22-04-2020,India,Karnataka,425
1206,22-04-2020,India,Kerala,427
1207,22-04-2020,India,Ladakh,18
1208,22-04-2020,India,Madhya Pradesh,1592
1209,22-04-2020,India,Maharashtra,5221
1210,22-04-2020,India,Manipur,2
1211,22-04-2020,India,Meghalaya,12
1212,22-04-2020,India,Mizoram,1
1213,22-04-2020,India,Odisha,82
1214,22-04-2020,India,Puducherry,7
1215,22-04-2020,India,Punjab,251
1216,22-04-2020,India,Rajasthan,1801
1217,22-04-2020,India,Tamil Nadu,1596
1218,22-04-2020,India,Telengana,945
1219,22-04-2020,India,Tripura,2
1220,22-04-2020,India,Uttarakhand,46
1221,22-04-2020,India,Uttar Pradesh,1412
1222,22-04-2020,India,West Bengal,423
1223,23-04-2020,India,Andaman and Nicobar Islands,18
1224,23-04-2020,India,Andhra Pradesh,895
1225,23-04-2020,India,Arunachal Pradesh,1
1226,23-04-2020,India,Assam,35
1227,23-04-2020,India,Bihar,148
1228,23-04-2020,India,Chandigarh,27
1229,23-04-2020,India,Chhattisgarh,36
1230,23-04-2020,India,Delhi,2248
1231,23-04-2020,India,Goa,7
1232,23-04-2020,India,Gujarat,2407
1233,23-04-2020,India,Haryana,262
1234,23-04-2020,India,Himachal Pradesh,40
1235,23-04-2020,India,Jammu and Kashmir,407
1236,23-04-2020,India,Jharkhand,49
1237,23-04-2020,India,Karnataka,443
1238,23-04-2020,India,Kerala,438
1239,23-04-2020,India,Ladakh,18
1240,23-04-2020,India,Madhya Pradesh,1695
1241,23-04-2020,India,Maharashtra,5652
1242,23-04-2020,India,Manipur,2
1243,23-04-2020,India,Meghalaya,12
1244,23-04-2020,India,Mizoram,1
1245,23-04-2020,India,Odisha,83
1246,23-04-2020,India,Puducherry,7
1247,23-04-2020,India,Punjab,277
1248,23-04-2020,India,Rajasthan,1890
1249,23-04-2020,India,Tamil Nadu,1629
1250,23-04-2020,India,Telengana,960
1251,23-04-2020,India,Tripura,2
1252,23-04-2020,India,Uttarakhand,46
1253,23-04-2020,India,Uttar Pradesh,1509
1254,23-04-2020,India,West Bengal,456
1255,24-04-2020,India,Andaman and Nicobar Islands,22
1256,24-04-2020,India,Andhra Pradesh,955
1257,24-04-2020,India,Arunachal Pradesh,1
1258,24-04-2020,India,Assam,36
1259,24-04-2020,India,Bihar,176
1260,24-04-2020,India,Chandigarh,27
1261,24-04-2020,India,Chhattisgarh,36
1262,24-04-2020,India,Delhi,2376
1263,24-04-2020,India,Goa,7
1264,24-04-2020,India,Gujarat,2624
1265,24-04-2020,India,Haryana,272
1266,24-04-2020,India,Himachal Pradesh,40
1267,24-04-2020,India,Jammu and Kashmir,427
1268,24-04-2020,India,Jharkhand,55
1269,24-04-2020,India,Karnataka,463
1270,24-04-2020,India,Kerala,448
1271,24-04-2020,India,Ladakh,18
1272,24-04-2020,India,Madhya Pradesh,1852
1273,24-04-2020,India,Maharashtra,6430
1274,24-04-2020,India,Manipur,2
1275,24-04-2020,India,Meghalaya,12
1276,24-04-2020,India,Mizoram,1
1277,24-04-2020,India,Odisha,90
1278,24-04-2020,India,Puducherry,7
1279,24-04-2020,India,Punjab,277
1280,24-04-2020,India,Rajasthan,1964
1281,24-04-2020,India,Tamil Nadu,1683
1282,24-04-2020,India,Telengana,984
1283,24-04-2020,India,Tripura,2
1284,24-04-2020,India,Uttarakhand,47
1285,24-04-2020,India,Uttar Pradesh,1604
1286,24-04-2020,India,West Bengal,514
1287,25-04-2020,India,Andaman and Nicobar Islands,27
1288,25-04-2020,India,Andhra Pradesh,1061
1289,25-04-2020,India,Arunachal Pradesh,1
1290,25-04-2020,India,Assam,36
1291,25-04-2020,India,Bihar,228
1292,25-04-2020,India,Chandigarh,28
1293,25-04-2020,India,Chhattisgarh,36
1294,25-04-2020,India,Delhi,2514
1295,25-04-2020,India,Goa,7
1296,25-04-2020,India,Gujarat,2815
1297,25-04-2020,India,Haryana,272
1298,25-04-2020,India,Himachal Pradesh,40
1299,25-04-2020,India,Jammu and Kashmir,454
1300,25-04-2020,India,Jharkhand,59
1301,25-04-2020,India,Karnataka,489
1302,25-04-2020,India,Kerala,451
1303,25-04-2020,India,Ladakh,20
1304,25-04-2020,India,Madhya Pradesh,1952
1305,25-04-2020,India,Maharashtra,6817
1306,25-04-2020,India,Manipur,2
1307,25-04-2020,India,Meghalaya,12
1308,25-04-2020,India,Mizoram,1
1309,25-04-2020,India,Odisha,94
1310,25-04-2020,India,Puducherry,7
1311,25-04-2020,India,Punjab,298
1312,25-04-2020,India,Rajasthan,2034
1313,25-04-2020,India,Tamil Nadu,1755
1314,25-04-2020,India,Telengana,984
1315,25-04-2020,India,Tripura,2
1316,25-04-2020,India,Uttarakhand,48
1317,25-04-2020,India,Uttar Pradesh,1778
1318,25-04-2020,India,West Bengal,571
1319,26-04-2020,India,Andaman and Nicobar Islands,33
1320,26-04-2020,India,Andhra Pradesh,1097
1321,26-04-2020,India,Arunachal Pradesh,1
1322,26-04-2020,India,Assam,36
1323,26-04-2020,India,Bihar,251
1324,26-04-2020,India,Chandigarh,30
1325,26-04-2020,India,Chhattisgarh,37
1326,26-04-2020,India,Delhi,2625
1327,26-04-2020,India,Goa,7
1328,26-04-2020,India,Gujarat,3071
1329,26-04-2020,India,Haryana,289
1330,26-04-2020,India,Himachal Pradesh,40
1331,26-04-2020,India,Jammu and Kashmir,494
1332,26-04-2020,India,Jharkhand,67
1333,26-04-2020,India,Karnataka,501
1334,26-04-2020,India,Kerala,458
1335,26-04-2020,India,Ladakh,20
1336,26-04-2020,India,Madhya Pradesh,2096
1337,26-04-2020,India,Maharashtra,7628
1338,26-04-2020,India,Manipur,2
1339,26-04-2020,India,Meghalaya,12
1340,26-04-2020,India,Mizoram,1
1341,26-04-2020,India,Odisha,103
1342,26-04-2020,India,Puducherry,7
1343,26-04-2020,India,Punjab,298
1344,26-04-2020,India,Rajasthan,2083
1345,26-04-2020,India,Tamil Nadu,1821
1346,26-04-2020,India,Telengana,991
1347,26-04-2020,India,Tripura,2
1348,26-04-2020,India,Uttarakhand,50
1349,26-04-2020,India,Uttar Pradesh,1843
1350,26-04-2020,India,West Bengal,611
1351,27-04-2020,India,Andaman and Nicobar Islands,33
1352,27-04-2020,India,Andhra Pradesh,1177
1353,27-04-2020,India,Arunachal Pradesh,1
1354,27-04-2020,India,Assam,36
1355,27-04-2020,India,Bihar,277
1356,27-04-2020,India,Chandigarh,30
1357,27-04-2020,India,Chhattisgarh,37
1358,27-04-2020,India,Delhi,2918
1359,27-04-2020,India,Goa,7
1360,27-04-2020,India,Gujarat,3301
1361,27-04-2020,India,Haryana,289
1362,27-04-2020,India,Himachal Pradesh,40
1363,27-04-2020,India,Jammu and Kashmir,523
1364,27-04-2020,India,Jharkhand,82
1365,27-04-2020,India,Karnataka,511
1366,27-04-2020,India,Kerala,469
1367,27-04-2020,India,Ladakh,20
1368,27-04-2020,India,Madhya Pradesh,2168
1369,27-04-2020,India,Maharashtra,8068
1370,27-04-2020,India,Manipur,2
