Sno,Date,Country/Region,Province/State,Cured,Region
638,04-04-2020,India,Manipur,0,India
639,04-04-2020,India,Mizoram,0,India
640,04-04-2020,India,Odisha,0,India
641,04-04-2020,India,Puducherry,1,India
642,04-04-2020,India,Punjab,1,India
643,04-04-2020,India,Rajasthan,21,India
644,04-04-2020,India,Tamil Nadu,6,India
645,04-04-2020,India,Telengana,1,India
646,04-04-2020,India,Uttarakhand,2,India
647,04-04-2020,India,Uttar Pradesh,19,India
648,04-04-2020,India,West Bengal,3,India
649,05-04-2020,India,Andhra Pradesh,1,India
650,05-04-2020,India,Andaman and Nicobar Islands,0,India
651,05-04-2020,India,Arunachal Pradesh,0,India
652,05-04-2020,India,Assam,0,India
653,05-04-2020,India,Bihar,0,India
654,05-04-2020,India,Chandigarh,0,India
655,05-04-2020,India,Chhattisgarh,3,India
656,05-04-2020,India,Delhi,18,India
657,05-04-2020,India,Goa,0,India
658,05-04-2020,India,Gujarat,18,India
659,05-04-2020,India,Haryana,25,India
660,05-04-2020,India,Himachal Pradesh,1,India
661,05-04-2020,India,Jammu and Kashmir,4,India
662,05-04-2020,India,Jharkhand,0,India
663,05-04-2020,India,Karnataka,12,India
664,05-04-2020,India,Kerala,49,India
665,05-04-2020,India,Ladakh,10,India
666,05-04-2020,India,Madhya Pradesh,0,India
667,05-04-2020,India,Maharashtra,42,India
668,05-04-2020,India,Manipur,0,India
669,05-04-2020,India,Mizoram,0,India
670,05-04-2020,India,Odisha,0,India
671,05-04-2020,India,Puducherry,1,India
672,05-04-2020,India,Punjab,1,India
673,05-04-2020,India,Rajasthan,21,India
674,05-04-2020,India,Tamil Nadu,6,India
675,05-04-2020,India,Telengana,32,India
676,05-04-2020,India,Uttarakhand,2,India
677,05-04-2020,India,Uttar Pradesh,19,India
678,05-04-2020,India,West Bengal,10,India
679,06-04-2020,India,Andhra Pradesh,1,India
680,06-04-2020,India,Andaman and Nicobar Islands,0,India
681,06-04-2020,India,Arunachal Pradesh,0,India
682,06-04-2020,India,Assam,0,India
683,06-04-2020,India,Bihar,0,India
684,06-04-2020,India,Chandigarh,0,India
685,06-04-2020,India,Chhattisgarh,8,India
686,06-04-2020,India,Delhi,19,India
687,06-04-2020,India,Goa,0,India
688,06-04-2020,India,Gujarat,22,India
689,06-04-2020,India,Haryana,25,India
690,06-04-2020,India,Himachal Pradesh,2,India
691,06-04-2020,India,Jammu and Kashmir,4,India
692,06-04-2020,India,Jharkhand,0,India
693,06-04-2020,India,Karnataka,12,India
694,06-04-2020,India,Kerala,55,India
695,06-04-2020,India,Ladakh,10,India
696,06-04-2020,India,Madhya Pradesh,0,India
697,06-04-2020,India,Maharashtra,56,India
698,06-04-2020,India,Manipur,0,India
699,06-04-2020,India,Mizoram,0,India
700,06-04-2020,India,Odisha,2,India
701,06-04-2020,India,Puducherry,1,India
702,06-04-2020,India,Punjab,4,India
703,06-04-2020,India,Rajasthan,21,India
704,06-04-2020,India,Tamil Nadu,8,India
705,06-04-2020,India,Telengana,34,India
706,06-04-2020,India,Uttarakhand,4,India
707,06-04-2020,India,Uttar Pradesh,21,India
708,06-04-2020,India,West Bengal,10,India
709,07-04-2020,India,Andhra Pradesh,1,India
710,07-04-2020,India,Andaman and Nicobar Islands,0,India
711,07-04-2020,India,Arunachal Pradesh,0,India
712,07-04-2020,India,Assam,0,India
713,07-04-2020,India,Bihar,0,India
714,07-04-2020,India,Chandigarh,7,India
715,07-04-2020,India,Chhattisgarh,9,India
716,07-04-2020,India,Delhi,21,India
717,07-04-2020,India,Goa,0,India
718,07-04-2020,India,Gujarat,25,India
719,07-04-2020,India,Haryana,25,India
720,07-04-2020,India,Himachal Pradesh,2,India
721,07-04-2020,India,Jammu and Kashmir,4,India
722,07-04-2020,India,Jharkhand,0,India
723,07-04-2020,India,Karnataka,25,India
724,07-04-2020,India,Kerala,58,India
725,07-04-2020,India,Ladakh,10,India
726,07-04-2020,India,Madhya Pradesh,0,India
727,07-04-2020,India,Maharashtra,56,India
728,07-04-2020,India,Manipur,0,India
729,07-04-2020,India,Mizoram,0,India
730,07-04-2020,India,Odisha,2,India
731,07-04-2020,India,Puducherry,1,India
732,07-04-2020,India,Punjab,4,India
733,07-04-2020,India,Rajasthan,21,India
734,07-04-2020,India,Tamil Nadu,8,India
735,07-04-2020,India,Telengana,35,India
736,07-04-2020,India,Tripura,0,India
737,07-04-2020,India,Uttarakhand,5,India
738,07-04-2020,India,Uttar Pradesh,21,India
739,07-04-2020,India,West Bengal,13,India
740,08-04-2020,India,Andhra Pradesh,5,India
741,08-04-2020,India,Andaman and Nicobar Islands,0,India
742,08-04-2020,India,Arunachal Pradesh,0,India
743,08-04-2020,India,Assam,0,India
744,08-04-2020,India,Bihar,0,India
745,08-04-2020,India,Chandigarh,7,India
746,08-04-2020,India,Chhattisgarh,9,India
747,08-04-2020,India,Delhi,21,India
748,08-04-2020,India,Goa,0,India
749,08-04-2020,India,Gujarat,25,India
750,08-04-2020,India,Haryana,28,India
751,08-04-2020,India,Himachal Pradesh,2,India
752,08-04-2020,India,Jammu and Kashmir,4,India
753,08-04-2020,India,Jharkhand,0,India
754,08-04-2020,India,Karnataka,25,India
755,08-04-2020,India,Kerala,70,India
756,08-04-2020,India,Ladakh,10,India
757,08-04-2020,India,Madhya Pradesh,0,India
758,08-04-2020,India,Maharashtra,79,India
759,08-04-2020,India,Manipur,0,India
760,08-04-2020,India,Mizoram,0,India
761,08-04-2020,India,Odisha,2,India
762,08-04-2020,India,Puducherry,1,India
763,08-04-2020,India,Punjab,4,India
764,08-04-2020,India,Rajasthan,21,India
765,08-04-2020,India,Tamil Nadu,19,India
766,08-04-2020,India,Telengana,35,India
767,08-04-2020,India,Tripura,0,India
768,08-04-2020,India,Uttarakhand,5,India
769,08-04-2020,India,Uttar Pradesh,26,India
770,08-04-2020,India,West Bengal,13,India
771,09-04-2020,India,Andhra Pradesh,6,India
772,09-04-2020,India,Andaman and Nicobar Islands,0,India
773,09-04-2020,India,Arunachal Pradesh,0,India
774,09-04-2020,India,Assam,0,India
775,09-04-2020,India,Bihar,0,India
776,09-04-2020,India,Chandigarh,7,India
777,09-04-2020,India,Chhattisgarh,9,India
778,09-04-2020,India,Delhi,21,India
779,09-04-2020,India,Goa,0,India
780,09-04-2020,India,Gujarat,25,India
781,09-04-2020,India,Haryana,29,India
782,09-04-2020,India,Himachal Pradesh,2,India
783,09-04-2020,India,Jammu and Kashmir,4,India
784,09-04-2020,India,Jharkhand,0,India
785,09-04-2020,India,Karnataka,28,India
786,09-04-2020,India,Kerala,83,India
787,09-04-2020,India,Ladakh,10,India
788,09-04-2020,India,Madhya Pradesh,0,India
789,09-04-2020,India,Maharashtra,117,India
790,09-04-2020,India,Manipur,1,India
791,09-04-2020,India,Mizoram,0,India
792,09-04-2020,India,Odisha,2,India
793,09-04-2020,India,Puducherry,1,India
794,09-04-2020,India,Punjab,4,India
795,09-04-2020,India,Rajasthan,21,India
796,09-04-2020,India,Tamil Nadu,21,India
797,09-04-2020,India,Telengana,35,India
798,09-04-2020,India,Tripura,0,India
799,09-04-2020,India,Uttarakhand,5,India
800,09-04-2020,India,Uttar Pradesh,31,India
801,09-04-2020,India,West Bengal,16,India
802,10-04-2020,India,Andhra Pradesh,7,India
803,10-04-2020,India,Andaman and Nicobar Islands,0,India
804,10-04-2020,India,Arunachal Pradesh,0,India
805,10-04-2020,India,Assam,0,India
806,10-04-2020,India,Bihar,0,India
807,10-04-2020,India,Chandigarh,7,India
808,10-04-2020,India,Chhattisgarh,9,India
809,10-04-2020,India,Delhi,25,India
810,10-04-2020,India,Goa,1,India
811,10-04-2020,India,Gujarat,26,India
812,10-04-2020,India,Haryana,29,India
813,10-04-2020,India,Himachal Pradesh,6,India
814,10-04-2020,India,Jammu and Kashmir,6,India
815,10-04-2020,India,Jharkhand,0,India
816,10-04-2020,India,Karnataka,30,India
817,10-04-2020,India,Kerala,96,India
818,10-04-2020,India,Ladakh,10,India
819,10-04-2020,India,Madhya Pradesh,0,India
820,10-04-2020,India,Maharashtra,125,India
821,10-04-2020,India,Manipur,1,India
822,10-04-2020,India,Mizoram,0,India
823,10-04-2020,India,Odisha,2,India
824,10-04-2020,India,Puducherry,1,India
825,10-04-2020,India,Punjab,5,India
826,10-04-2020,India,Rajasthan,21,India
827,10-04-2020,India,Tamil Nadu,21,India
828,10-04-2020,India,Telengana,35,India
829,10-04-2020,India,Tripura,0,India
830,10-04-2020,India,Uttarakhand,5,India
831,10-04-2020,India,Uttar Pradesh,32,India
832,10-04-2020,India,West Bengal,16,India
833,11-04-2020,India,Andhra Pradesh,11,India
834,11-04-2020,India,Andaman and Nicobar Islands,0,India
835,11-04-2020,India,Arunachal Pradesh,0,India
836,11-04-2020,India,Assam,0,India
837,11-04-2020,India,Bihar,0,India
838,11-04-2020,India,Chandigarh,7,India
839,11-04-2020,India,Chhattisgarh,9,India
840,11-04-2020,India,Delhi,25,India
841,11-04-2020,India,Goa,1,India
842,11-04-2020,India,Gujarat,31,India
843,11-04-2020,India,Haryana,29,India
844,11-04-2020,India,Himachal Pradesh,6,India
845,11-04-2020,India,Jammu and Kashmir,6,India
846,11-04-2020,India,Jharkhand,0,India
847,11-04-2020,India,Karnataka,37,India
848,11-04-2020,India,Kerala,123,India
849,11-04-2020,India,Ladakh,10,India
850,11-04-2020,India,Madhya Pradesh,0,India
851,11-04-2020,India,Maharashtra,188,India
852,11-04-2020,India,Manipur,1,India
853,11-04-2020,India,Mizoram,0,India
854,11-04-2020,India,Odisha,2,India
855,11-04-2020,India,Puducherry,1,India
856,11-04-2020,India,Punjab,5,India
857,11-04-2020,India,Rajasthan,21,India
858,11-04-2020,India,Tamil Nadu,44,India
859,11-04-2020,India,Telengana,43,India
860,11-04-2020,India,Tripura,0,India
861,11-04-2020,India,Uttarakhand,5,India
862,11-04-2020,India,Uttar Pradesh,32,India
863,11-04-2020,India,West Bengal,16,India
864,12-04-2020,India,Andhra Pradesh,11,India
865,12-04-2020,India,Andaman and Nicobar Islands,10,India
866,12-04-2020,India,Arunachal Pradesh,0,India
867,12-04-2020,India,Assam,0,India
868,12-04-2020,India,Bihar,19,India
869,12-04-2020,India,Chandigarh,7,India
870,12-04-2020,India,Chhattisgarh,10,India
871,12-04-2020,India,Delhi,25,India
872,12-04-2020,India,Goa,5,India
873,12-04-2020,India,Gujarat,44,India
874,12-04-2020,India,Haryana,29,India
875,12-04-2020,India,Himachal Pradesh,6,India
876,12-04-2020,India,Jammu and Kashmir,6,India
877,12-04-2020,India,Jharkhand,0,India
878,12-04-2020,India,Karnataka,37,India
879,12-04-2020,India,Kerala,142,India
880,12-04-2020,India,Ladakh,10,India
881,12-04-2020,India,Madhya Pradesh,0,India
882,12-04-2020,India,Maharashtra,208,India
883,12-04-2020,India,Manipur,1,India
884,12-04-2020,India,Mizoram,0,India
885,12-04-2020,India,Odisha,12,India
886,12-04-2020,India,Puducherry,1,India
887,12-04-2020,India,Punjab,5,India
888,12-04-2020,India,Rajasthan,21,India
889,12-04-2020,India,Tamil Nadu,44,India
890,12-04-2020,India,Telengana,43,India
891,12-04-2020,India,Tripura,0,India
892,12-04-2020,India,Uttarakhand,5,India
893,12-04-2020,India,Uttar Pradesh,45,India
894,12-04-2020,India,West Bengal,19,India
895,13-04-2020,India,Andhra Pradesh,11,India
896,13-04-2020,India,Andaman and Nicobar Islands,10,India
897,13-04-2020,India,Arunachal Pradesh,0,India
898,13-04-2020,India,Assam,0,India
899,13-04-2020,India,Bihar,26,India
900,13-04-2020,India,Chandigarh,7,India
901,13-04-2020,India,Chhattisgarh,10,India
902,13-04-2020,India,Delhi,27,India
903,13-04-2020,India,Goa,5,India
904,13-04-2020,India,Gujarat,47,India
905,13-04-2020,India,Haryana,29,India
906,13-04-2020,India,Himachal Pradesh,13,India
907,13-04-2020,India,Jammu and Kashmir,6,India
908,13-04-2020,India,Jharkhand,0,India
909,13-04-2020,India,Karnataka,59,India
910,13-04-2020,India,Kerala,179,India
911,13-04-2020,India,Ladakh,10,India
912,13-04-2020,India,Madhya Pradesh,44,India
913,13-04-2020,India,Maharashtra,217,India
914,13-04-2020,India,Manipur,1,India
915,13-04-2020,India,Mizoram,0,India
916,13-04-2020,India,Nagaland,0,India
917,13-04-2020,India,Odisha,12,India
918,13-04-2020,India,Puducherry,1,India
919,13-04-2020,India,Punjab,14,India
920,13-04-2020,India,Rajasthan,21,India
921,13-04-2020,India,Tamil Nadu,50,India
922,13-04-2020,India,Telengana,100,India
923,13-04-2020,India,Tripura,0,India
924,13-04-2020,India,Uttarakhand,5,India
925,13-04-2020,India,Uttar Pradesh,47,India
926,13-04-2020,India,West Bengal,29,India
927,14-04-2020,India,Andhra Pradesh,14,India
928,14-04-2020,India,Andaman and Nicobar Islands,10,India
929,14-04-2020,India,Arunachal Pradesh,0,India
930,14-04-2020,India,Assam,0,India
931,14-04-2020,India,Bihar,26,India
932,14-04-2020,India,Chandigarh,7,India
933,14-04-2020,India,Chhattisgarh,10,India
934,14-04-2020,India,Delhi,30,India
935,14-04-2020,India,Goa,5,India
936,14-04-2020,India,Gujarat,55,India
937,14-04-2020,India,Haryana,34,India
938,14-04-2020,India,Himachal Pradesh,13,India
939,14-04-2020,India,Jammu and Kashmir,16,India
940,14-04-2020,India,Jharkhand,0,India
941,14-04-2020,India,Karnataka,65,India
942,14-04-2020,India,Kerala,198,India
943,14-04-2020,India,Ladakh,10,India
944,14-04-2020,India,Madhya Pradesh,51,India
945,14-04-2020,India,Maharashtra,229,India
946,14-04-2020,India,Manipur,1,India
947,14-04-2020,India,Meghalaya,0,India
948,14-04-2020,India,Mizoram,0,India
949,14-04-2020,India,Nagaland,0,India
950,14-04-2020,India,Odisha,18,India
951,14-04-2020,India,Puducherry,1,India
952,14-04-2020,India,Punjab,14,India
953,14-04-2020,India,Rajasthan,133,India
954,14-04-2020,India,Tamil Nadu,58,India
955,14-04-2020,India,Telengana,100,India
956,14-04-2020,India,Tripura,0,India
957,14-04-2020,India,Uttarakhand,7,India
958,14-04-2020,India,Uttar Pradesh,49,India
959,14-04-2020,India,West Bengal,36,India
960,15-04-2020,India,Andaman and Nicobar Islands,10,India
961,15-04-2020,India,Andhra Pradesh,16,India
962,15-04-2020,India,Arunachal Pradesh,0,India
963,15-04-2020,India,Assam,0,India
964,15-04-2020,India,Bihar,29,India
965,15-04-2020,India,Chandigarh,7,India
966,15-04-2020,India,Chhattisgarh,13,India
967,15-04-2020,India,Delhi,30,India
968,15-04-2020,India,Goa,5,India
969,15-04-2020,India,Gujarat,59,India
970,15-04-2020,India,Haryana,34,India
971,15-04-2020,India,Himachal Pradesh,13,India
972,15-04-2020,India,Jammu and Kashmir,30,India
973,15-04-2020,India,Jharkhand,0,India
974,15-04-2020,India,Karnataka,75,India
975,15-04-2020,India,Kerala,211,India
976,15-04-2020,India,Ladakh,10,India
977,15-04-2020,India,Madhya Pradesh,64,India
978,15-04-2020,India,Maharashtra,259,India
979,15-04-2020,India,Manipur,1,India
980,15-04-2020,India,Meghalaya,0,India
981,15-04-2020,India,Mizoram,0,India
982,15-04-2020,India,Nagaland#,0,India
983,15-04-2020,India,Odisha,18,India
984,15-04-2020,India,Puducherry,1,India
985,15-04-2020,India,Punjab,14,India
986,15-04-2020,India,Rajasthan,147,India
987,15-04-2020,India,Tamil Nadu,81,India
988,15-04-2020,India,Telengana,120,India
989,15-04-2020,India,Tripura,0,India
990,15-04-2020,India,Uttarakhand,9,India
991,15-04-2020,India,Uttar Pradesh,51,India
992,15-04-2020,India,West Bengal,37,India
993,16-04-2020,India,Andaman and Nicobar Islands,10,India
994,16-04-2020,India,Andhra Pradesh,20,India
995,16-04-2020,India,Arunachal Pradesh,0,India
996,16-04-2020,India,Assam,5,India
997,16-04-2020,India,Bihar,29,India
998,16-04-2020,India,Chandigarh,7,India
999,16-04-2020,India,Chhattisgarh,17,India
1000,16-04-2020,India,Delhi,42,India
1001,16-04-2020,India,Goa,5,India
1002,16-04-2020,India,Gujarat,64,India
1003,16-04-2020,India,Haryana,43,India
1004,16-04-2020,India,Himachal Pradesh,16,India
1005,16-04-2020,India,Jammu and Kashmir,36,India
1006,16-04-2020,India,Jharkhand,0,India
1007,16-04-2020,India,Karnataka,82,India
1008,16-04-2020,India,Kerala,218,India
1009,16-04-2020,India,Ladakh,10,India
1010,16-04-2020,India,Madhya Pradesh,64,India
1011,16-04-2020,India,Maharashtra,295,India
1012,16-04-2020,India,Manipur,1,India
1013,16-04-2020,India,Meghalaya,0,India
1014,16-04-2020,India,Mizoram,0,India
1015,16-04-2020,India,Nagaland#,0,India
1016,16-04-2020,India,Odisha,18,India
1017,16-04-2020,India,Puducherry,1,India
1018,16-04-2020,India,Punjab,27,India
1019,16-04-2020,India,Rajasthan,147,India
1020,16-04-2020,India,Tamil Nadu,118,India
1021,16-04-2020,India,Telengana,120,India
1022,16-04-2020,India,Tripura,1,India
1023,16-04-2020,India,Uttarakhand,9,India
1024,16-04-2020,India,Uttar Pradesh,68,India
1025,16-04-2020,India,West Bengal,42,India
1026,17-04-2020,India,Andaman and Nicobar Islands,10,India
1027,17-04-2020,India,Andhra Pradesh,36,India
1028,17-04-2020,India,Arunachal Pradesh,0,India
1029,17-04-2020,India,Assam,5,India
1030,17-04-2020,India,Bihar,37,India
1031,17-04-2020,India,Chandigarh,9,India
1032,17-04-2020,India,Chhattisgarh,23,India
1033,17-04-2020,India,Delhi,51,India
1034,17-04-2020,India,Goa,6,India
1035,17-04-2020,India,Gujarat,74,India
1036,17-04-2020,India,Haryana,43,India
1037,17-04-2020,India,Himachal Pradesh,16,India
1038,17-04-2020,India,Jammu and Kashmir,38,India
1039,17-04-2020,India,Jharkhand,0,India
1040,17-04-2020,India,Karnataka,82,India
1041,17-04-2020,India,Kerala,245,India
1042,17-04-2020,India,Ladakh,14,India
1043,17-04-2020,India,Madhya Pradesh,65,India
1044,17-04-2020,India,Maharashtra,300,India
1045,17-04-2020,India,Manipur,1,India
1046,17-04-2020,India,Meghalaya,0,India
1047,17-04-2020,India,Mizoram,0,India
1048,17-04-2020,India,Nagaland#,0,India
1049,17-04-2020,India,Odisha,19,India
1050,17-04-2020,India,Puducherry,1,India
1051,17-04-2020,India,Punjab,27,India
1052,17-04-2020,India,Rajasthan,164,India
1053,17-04-2020,India,Tamil Nadu,180,India
1054,17-04-2020,India,Telengana,186,India
1055,17-04-2020,India,Tripura,1,India
1056,17-04-2020,India,Uttarakhand,9,India
1057,17-04-2020,India,Uttar Pradesh,74,India
1058,17-04-2020,India,West Bengal,51,India
1059,18-04-2020,India,Andaman and Nicobar Islands,11,India
1060,18-04-2020,India,Andhra Pradesh,42,India
1061,18-04-2020,India,Arunachal Pradesh,0,India
1062,18-04-2020,India,Assam,9,India
1063,18-04-2020,India,Bihar,37,India
1064,18-04-2020,India,Chandigarh,9,India
1065,18-04-2020,India,Chhattisgarh,24,India
1066,18-04-2020,India,Delhi,72,India
1067,18-04-2020,India,Goa,6,India
1068,18-04-2020,India,Gujarat,88,India
1069,18-04-2020,India,Haryana,43,India
1070,18-04-2020,India,Himachal Pradesh,16,India
1071,18-04-2020,India,Jammu and Kashmir,42,India
1072,18-04-2020,India,Jharkhand,0,India
1073,18-04-2020,India,Karnataka,92,India
1074,18-04-2020,India,Kerala,255,India
1075,18-04-2020,India,Ladakh,14,India
1076,18-04-2020,India,Madhya Pradesh,69,India
1077,18-04-2020,India,Maharashtra,331,India
1078,18-04-2020,India,Manipur,1,India
1079,18-04-2020,India,Meghalaya,0,India
1080,18-04-2020,India,Mizoram,0,India
1081,18-04-2020,India,Nagaland#,0,India
1082,18-04-2020,India,Odisha,21,India
1083,18-04-2020,India,Puducherry,3,India
1084,18-04-2020,India,Punjab,27,India
1085,18-04-2020,India,Rajasthan,183,India
1086,18-04-2020,India,Tamil Nadu,283,India
1087,18-04-2020,India,Telengana,186,India
1088,18-04-2020,India,Tripura,1,India
1089,18-04-2020,India,Uttarakhand,9,India
1090,18-04-2020,India,Uttar Pradesh,86,India
1091,18-04-2020,India,West Bengal,55,India
1092,19-04-2020,India,Andaman and Nicobar Islands,11,India
1093,19-04-2020,India,Andhra Pradesh,42,India
1094,19-04-2020,India,Arunachal Pradesh,0,India
1095,19-04-2020,India,Assam,12,India
1096,19-04-2020,India,Bihar,37,India
1097,19-04-2020,India,Chandigarh,10,India
1098,19-04-2020,India,Chhattisgarh,24,India
1099,19-04-2020,India,Delhi,72,India
1100,19-04-2020,India,Goa,6,India
1101,19-04-2020,India,Gujarat,94,India
1102,19-04-2020,India,Haryana,87,India
1103,19-04-2020,India,Himachal Pradesh,16,India
1104,19-04-2020,India,Jammu and Kashmir,51,India
1105,19-04-2020,India,Jharkhand,0,India
1106,19-04-2020,India,Karnataka,104,India
1107,19-04-2020,India,Kerala,257,India
1108,19-04-2020,India,Ladakh,14,India
1109,19-04-2020,India,Madhya Pradesh,127,India
1110,19-04-2020,India,Maharashtra,365,India
1111,19-04-2020,India,Manipur,1,India
1112,19-04-2020,India,Meghalaya,0,India
1113,19-04-2020,India,Mizoram,0,India
1114,19-04-2020,India,Nagaland#,0,India
1115,19-04-2020,India,Odisha,24,India
1116,19-04-2020,India,Puducherry,3,India
1117,19-04-2020,India,Punjab,31,India
1118,19-04-2020,India,Rajasthan,183,India
1119,19-04-2020,India,Tamil Nadu,365,India
1120,19-04-2020,India,Telengana,186,India
1121,19-04-2020,India,Tripura,1,India
1122,19-04-2020,India,Uttarakhand,9,India
1123,19-04-2020,India,Uttar Pradesh,108,India
1124,19-04-2020,India,West Bengal,62,India
1125,20-04-2020,India,Andaman and Nicobar Islands,11,India
1126,20-04-2020,India,Andhra Pradesh,92,India
1127,20-04-2020,India,Arunachal Pradesh,0,India
1128,20-04-2020,India,Assam,17,India
1129,20-04-2020,India,Bihar,42,India
1130,20-04-2020,India,Chandigarh,13,India
1131,20-04-2020,India,Chhattisgarh,25,India
1132,20-04-2020,India,Delhi,290,India
1133,20-04-2020,India,Goa,7,India
1134,20-04-2020,India,Gujarat,106,India
1135,20-04-2020,India,Haryana,87,India
1136,20-04-2020,India,Himachal Pradesh,16,India
1137,20-04-2020,India,Jammu and Kashmir,56,India
1138,20-04-2020,India,Jharkhand,0,India
1139,20-04-2020,India,Karnataka,111,India
1140,20-04-2020,India,Kerala,270,India
1141,20-04-2020,India,Ladakh,14,India
1142,20-04-2020,India,Madhya Pradesh,127,India
1143,20-04-2020,India,Maharashtra,507,India
1144,20-04-2020,India,Manipur,2,India
1145,20-04-2020,India,Meghalaya,0,India
1146,20-04-2020,India,Mizoram,0,India
1147,20-04-2020,India,Nagaland,0,India
1148,20-04-2020,India,Odisha,24,India
1149,20-04-2020,India,Puducherry,3,India
1150,20-04-2020,India,Punjab,31,India
1151,20-04-2020,India,Rajasthan,183,India
1152,20-04-2020,India,Tamil Nadu,411,India
1153,20-04-2020,India,Telengana,190,India
1154,20-04-2020,India,Tripura,1,India
1155,20-04-2020,India,Uttarakhand,11,India
1156,20-04-2020,India,Uttar Pradesh,129,India
1157,20-04-2020,India,West Bengal,66,India
1158,21-04-2020,India,Andaman and Nicobar Islands,11,India
1159,21-04-2020,India,Andhra Pradesh,96,India
1160,21-04-2020,India,Arunachal Pradesh,1,India
1161,21-04-2020,India,Assam,19,India
1162,21-04-2020,India,Bihar,42,India
1163,21-04-2020,India,Chandigarh,13,India
1164,21-04-2020,India,Chhattisgarh,25,India
1165,21-04-2020,India,Delhi,431,India
1166,21-04-2020,India,Goa,7,India
1167,21-04-2020,India,Gujarat,131,India
1168,21-04-2020,India,Haryana,127,India
1169,21-04-2020,India,Himachal Pradesh,16,India
1170,21-04-2020,India,Jammu and Kashmir,71,India
1171,21-04-2020,India,Jharkhand,0,India
1172,21-04-2020,India,Karnataka,114,India
1173,21-04-2020,India,Kerala,291,India
1174,21-04-2020,India,Ladakh,14,India
1175,21-04-2020,India,Madhya Pradesh,127,India
1176,21-04-2020,India,Maharashtra,572,India
1177,21-04-2020,India,Manipur,2,India
1178,21-04-2020,India,Meghalaya,0,India
1179,21-04-2020,India,Mizoram,0,India
1180,21-04-2020,India,Nagaland,0,India
1181,21-04-2020,India,Odisha,24,India
1182,21-04-2020,India,Puducherry,3,India
1183,21-04-2020,India,Punjab,39,India
1184,21-04-2020,India,Rajasthan,205,India
1185,21-04-2020,India,Tamil Nadu,457,India
1186,21-04-2020,India,Telengana,190,India
1187,21-04-2020,India,Tripura,1,India
1188,21-04-2020,India,Uttarakhand,18,India
1189,21-04-2020,India,Uttar Pradesh,140,India
1190,21-04-2020,India,West Bengal,73,India
1191,22-04-2020,India,Andaman and Nicobar Islands,11,India
1192,22-04-2020,India,Andhra Pradesh,120,India
1193,22-04-2020,India,Arunachal Pradesh,1,India
1194,22-04-2020,India,Assam,19,India
1195,22-04-2020,India,Bihar,46,India
1196,22-04-2020,India,Chandigarh,14,India
1197,22-04-2020,India,Chhattisgarh,26,India
1198,22-04-2020,India,Delhi,611,India
1199,22-04-2020,India,Goa,7,India
1200,22-04-2020,India,Gujarat,144,India
1201,22-04-2020,India,Haryana,127,India
1202,22-04-2020,India,Himachal Pradesh,16,India
1203,22-04-2020,India,Jammu and Kashmir,81,India
1204,22-04-2020,India,Jharkhand#,0,India
1205,22-04-2020,India,Karnataka,129,India
1206,22-04-2020,India,Kerala,323,India
1207,22-04-2020,India,Ladakh,14,India
1208,22-04-2020,India,Madhya Pradesh,148,India
1209,22-04-2020,India,Maharashtra,722,India
1210,22-04-2020,India,Manipur,2,India
1211,22-04-2020,India,Meghalaya,0,India
1212,22-04-2020,India,Mizoram,0,India
1213,22-04-2020,India,Odisha,30,India
1214,22-04-2020,India,Puducherry,3,India
1215,22-04-2020,India,Punjab,49,India
1216,22-04-2020,India,Rajasthan,230,India
1217,22-04-2020,India,Tamil Nadu,635,India
1218,22-04-2020,India,Telengana,194,India
1219,22-04-2020,India,Tripura,1,India
1220,22-04-2020,India,Uttarakhand,19,India
1221,22-04-2020,India,Uttar Pradesh,165,India
1222,22-04-2020,India,West Bengal,73,India
1223,23-04-2020,India,Andaman and Nicobar Islands,11,India
1224,23-04-2020,India,Andhra Pradesh,141,India
1225,23-04-2020,India,Arunachal Pradesh,1,India
1226,23-04-2020,India,Assam,19,India
1227,23-04-2020,India,Bihar,46,India
1228,23-04-2020,India,Chandigarh,14,India
1229,23-04-2020,India,Chhattisgarh,28,India
1230,23-04-2020,India,Delhi,724,India
1231,23-04-2020,India,Goa,7,India
1232,23-04-2020,India,Gujarat,179,India
1233,23-04-2020,India,Haryana,140,India
1234,23-04-2020,India,Himachal Pradesh,18,India
1235,23-04-2020,India,Jammu and Kashmir,92,India
1236,23-04-2020,India,Jharkhand,8,India
1237,23-04-2020,India,Karnataka,141,India
1238,23-04-2020,India,Kerala,324,India
1239,23-04-2020,India,Ladakh,14,India
1240,23-04-2020,India,Madhya Pradesh,148,India
1241,23-04-2020,India,Maharashtra,789,India
1242,23-04-2020,India,Manipur,2,India
1243,23-04-2020,India,Meghalaya,0,India
1244,23-04-2020,India,Mizoram,0,India
1245,23-04-2020,India,Odisha,32,India
1246,23-04-2020,India,Puducherry,3,India
1247,23-04-2020,India,Punjab,65,India
1248,23-04-2020,India,Rajasthan,230,India
1249,23-04-2020,India,Tamil Nadu,662,India
1250,23-04-2020,India,Telengana,197,India
1251,23-04-2020,India,Tripura,1,India
1252,23-04-2020,India,Uttarakhand,23,India
1253,23-04-2020,India,Uttar Pradesh,187,India
1254,23-04-2020,India,West Bengal,79,India
1255,24-04-2020,India,Andaman and Nicobar Islands,11,India
1256,24-04-2020,India,Andhra Pradesh,145,India
1257,24-04-2020,India,Arunachal Pradesh,1,India
1258,24-04-2020,India,Assam,19,India
